SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM03571,DOW AFB MAINE BUSINESS ENTERPRISE PARK LOTS,DOW AIR FORCE BASE,90-146 BUSINESS PARK DRIVE,BANGOR,PENOBSCOT,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/21/2024,44.802281,-68.806995,-68.80699499999997,44.80228100000005
REM03572,DOW AFB MAINE BUSINESS ENTERPRISE PARK LOT 32,,VENTURE WAY AND MAINE AVENUE,BANGOR,PENOBSCOT,BROWNFIELDS,3.37,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/21/2024,44.802883,-68.808506,-68.80850599999997,44.802883000000065
REM03573,DEXTER SHOE PLANT 1,,80 WATER STREET,DEXTER,PENOBSCOT,BROWNFIELDS,4.5,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/21/2024,45.0152,-69.292019,-69.29201899999998,45.01520000000005
REM03574,WEST KENNEBEC ROAD DUMPING AREA,,328 WEST KENNEBEC ROAD,MACHIAS,WASHINGTON,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/2/2024,44.654286,-67.444693,-67.44469299999997,44.65428600000007
REM03574,WEST KENNEBEC ROAD DUMPING AREA,,328 WEST KENNEBEC ROAD,MACHIAS,WASHINGTON,FEDERAL FACILITIES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/2/2024,44.654286,-67.444693,-67.44469299999997,44.65428600000007
REM03575,MACHIAS VALLEY GRANGE ANNEX,,2 ELM STREET,MACHIAS,WASHINGTON,BROWNFIELDS,0.35,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,6/12/2013,44.713461,-67.456828,-67.45682799999997,44.71346100000005
REM03576,STERLING NET & TWINE,,157 HIGH STREET,ELLSWORTH,HANCOCK,BROWNFIELDS,0.34,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2/22/2010,44.535493,-68.414807,-68.41480699999994,44.53549300000003
REM03577,PENOBSCOT RIVER PROJECT,,PENOBSCOT RIVER CORRIDOR-BANGOR DAM TO HAMPDEN,BANGOR,PENOBSCOT,OTHER,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/31/2023,44.793291,-68.77128,-68.77127999999993,44.79329100000007
REM03579,PAINT DUMP SITE,,,PLEASANT POINT,WASHINGTON,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.954381,-67.04759,-67.04758999999996,44.95438100000007
REM03580,PASSAMAQUODDY PUBLIC WORKS,,ROUTE 190,PERRY,WASHINGTON,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.970511,-67.07393,-67.07392999999996,44.970511000000045
REM03582,ART'S APPLIANCE & FURNITURE,,43 EXCHANGE STREET,ASHLAND,AROOSTOOK,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,46.630658,-68.401388,-68.40138799999994,46.63065800000004
REM03583,QUODDY DOLPHIN,,106 MAIN STREET,LUBEC,WASHINGTON,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.856801,-66.991289,-66.99128899999994,44.856801000000075
REM03584,RAFFORD SPRINGS,,35 RAFFORD SPRINGS ROAD,GARFIELD PLT,AROOSTOOK,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,46.613063,-68.467466,-68.46746599999994,46.61306300000007
REM03586,MAPLE STREET PARK,BREWER JUNKYARD DUPLICATE OF REM0462,MAPLE STREET,BREWER,PENOBSCOT,BROWNFIELDS,7.6,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.790712,-68.764903,-68.76490299999995,44.79071200000004
REM03588,BYRON FORMER LANDFILL,,OFF ROUTE 17,BYRON,OXFORD,LANDFILL CLOSURE,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.699038,-70.600317,-70.60031699999996,44.69903800000003
REM03589,ROXBURY LANDFILL,,MINE NOTCH ROAD,ROXBURY,OXFORD,LANDFILL CLOSURE,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.629445,-70.645966,-70.64596599999999,44.62944500000003
REM03591,UPTON TOWN DUMP,OLD UPTON TOWN DUMP,UPTON ROAD,UPTON,OXFORD,LANDFILL CLOSURE,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/31/1949,44.690821,-70.982449,-70.98244899999997,44.69082100000003
REM03599,SAVARY PROPERTY,,34 MAIN STREET,ASHLAND,AROOSTOOK,BROWNFIELDS,0.22,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,46.629915,-68.40314,-68.40313999999995,46.62991500000004
REM03600,FORMER WHCA OFFICE,,2 MAPLE STREET,MILBRIDGE,WASHINGTON,BROWNFIELDS,0.57,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.538548,-67.883869,-67.88386899999995,44.53854800000005
REM03602,FORMER BURR'S GENERAL STORE,,ROUTE 2 (COSTIGAN),MILFORD,PENOBSCOT,OTHER,,FALSE,TRANSFERRED TO OTHER DIVISION,OIL,12/31/1949,45.012969,-68.640445,-68.64044499999994,45.012969000000055
REM03607,42 AROOSTOOK AVENUE,,42 AROOSTOOK AVENUE,MILLINOCKET,PENOBSCOT,BROWNFIELDS,0.1,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,10/15/2024,45.651856,-68.707818,-68.70781799999997,45.651856000000066
REM03617,NORTH BRANCH PARCEL,,STATION ROAD,MONTICELLO,AROOSTOOK,BROWNFIELDS,1327,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,10/16/2024,46.304666,-67.877081,-67.87708099999998,46.304666000000054
REM03618,BROWNVILLE JUNCTION DUMP,DAVIS FIELD,OFF DAVIS STREET/ROUTE 11,BROWNVILLE,PISCATAQUIS,LANDFILL CLOSURE,,FALSE,INVESTIGATION STAGE,ONGOING,1/21/2025,45.349359,-69.049126,-69.04912599999994,45.34935900000005
REM03618,BROWNVILLE JUNCTION DUMP,DAVIS FIELD,OFF DAVIS STREET/ROUTE 11,BROWNVILLE,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,1/21/2025,45.349359,-69.049126,-69.04912599999994,45.34935900000005
REM02977,SANBORN POND,,ROUTE 137,BROOKS,WALDO,OTHER,,FALSE,REMEDIATION STAGE,ONGOING,4/23/2020,44.477165,-69.14288,-69.14287999999993,44.47716500000007
REM00553,BANGOR & AROOSTOOK RAILROAD,"CAMPDAVIS, LLC PROPERTY OF ERDT REALTY","NO. MAIN JUNCTION, ROUTE 2",HERMON,PENOBSCOT,BROWNFIELDS,13.38,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),6/9/2021,44.79052211,-68.8643737,-68.86437369999999,44.79052211000004
REM03009,MACHIAS LAUNDRY,AUSTIN DRY CLEANING,9 WATER STREET,MACHIAS,WASHINGTON,RCRA,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,6/18/2019,44.713782,-67.45948,-67.45947999999999,44.71378200000004
REM03014,MORGAN PROPERTY,,HARDY POINT ROAD,PEMBROKE,WASHINGTON,BROWNFIELDS,5.1,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,12/31/1949,44.94501603,-67.16558868,-67.16558867999998,44.94501603000003
REM03022,HATHAWAY FARM,,,WILLIMANTIC,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,8/6/2019,45.29393275,-69.4226739,-69.42267389999995,45.29393275000007
REM03023,BIG SQUAW SKI AREA,,447 SKI RESORT ROAD,BIG MOOSE TWP,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,8/6/2019,45.50574122,-69.70431025,-69.70431024999993,45.50574122000006
REM03091,RIOUX RR TIE PILE,,MAIN STREET,VAN BUREN,AROOSTOOK,UNCONTROLLED SITES,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/9/2020,47.197993,-67.96731,-67.96730999999994,47.197993000000054
REM00511,FAYSCOTT,,"225 SPRING STREET, ROUTE 7",DEXTER,PENOBSCOT,BROWNFIELDS,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/9/2020,45.01196543,-69.28835414,-69.28835413999997,45.01196543000003
REM02049,GREAT NORTHERN PAPER,,1 KATAHDIN AVENUE,MILLINOCKET,PENOBSCOT,UNCONTROLLED SITES,1379,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/16/2018,45.64550837,-68.70421845,-68.70421844999998,45.64550837000007
REM02049,GREAT NORTHERN PAPER,,1 KATAHDIN AVENUE,MILLINOCKET,PENOBSCOT,BROWNFIELDS,1379,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/16/2018,45.64550837,-68.70421845,-68.70421844999998,45.64550837000007
REM03082,MERCER'S STORE,,116 U.S. ROUTE 1,BUCKSPORT,HANCOCK,BROWNFIELDS,17,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/29/2019,44.57060038,-68.77918939,-68.77918938999994,44.57060038000003
REM03085,KOOB'S GARAGE,,88 CARRY ROAD,RANGELEY,FRANKLIN,VRAP,2.44,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/9/2019,44.965887,-70.774531,-70.77453099999997,44.965887000000066
REM03109,FORMER OLD TOWN WATER WORKS FACILITY,,1 & 2 FOURTH STREET,OLD TOWN,PENOBSCOT,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,2/23/2020,44.94405624,-68.6580089,-68.65800889999997,44.944056240000066
REM03113,BUMPAS SERVICE STATION,BURKES IRVING,400 SOUTH MAIN STREET,BREWER,PENOBSCOT,BROWNFIELDS,0.31,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/8/2023,44.77790118,-68.77710896,-68.77710895999996,44.77790118000007
REM03131,WOODEX,,33 PARK AVENUE,LINCOLN,PENOBSCOT,BROWNFIELDS,17.6,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/28/2021,45.36615309,-68.52584294,-68.52584293999996,45.36615309000007
REM03121,FORMER WARDWELL'S ANTIQUES,,65 CONGRESS STREET,RUMFORD,OXFORD,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,3/10/2020,44.545018,-70.545937,-70.54593699999998,44.54501800000003
REM03148,FORMER SMART'S AUTO,,169 MAIN STREET,OLD TOWN,PENOBSCOT,BROWNFIELDS,0.24,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/18/2020,44.938649,-68.648324,-68.64832399999995,44.938649000000055
REM03134,HOULTON ARMY AIRFIELD,"FUDS D01ME0124, HOULTON INTERNATIONAL AIRPORT",5 TERMINAL DRIVE,HOULTON,AROOSTOOK,FEDERAL FACILITIES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/31/2017,46.12400179,-67.79048701,-67.79048700999994,46.12400179000008
REM00551,IRVING TANNING - MAIN STREET FACILITY,PRIME TANNING; TASMAN LEATHER GROUP LLC,9 MAIN STREET,HARTLAND,SOMERSET,RCRA,27,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/29/2024,44.88278774,-69.44861097,-69.44861096999995,44.882787740000026
REM03152,HARVEY FARM EQUIPMENT,,"1230, 1244 AND 1251 BANGOR ROAD",DOVER-FOXCROFT,PISCATAQUIS,BROWNFIELDS,12.4,FALSE,INVESTIGATION STAGE,ONGOING,6/25/2020,45.144927,-69.138749,-69.13874899999996,45.14492700000005
REM03158,CURRIER LEASING,CURRIER TRUCKING,"RR1, LOT 1, FREEDOM PARKWAY",HERMON,PENOBSCOT,RCRA,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/20/2020,44.793961,-68.850486,-68.85048599999993,44.79396100000008
REM03157,BENDEY SHOE,MORSE SHOE,1491 HAMMOND STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/20/2020,44.796966,-68.83658,-68.83657999999997,44.796966000000054
REM03159,CIANBRO FABRICATION AND COATING GB4,"GALT BLOCK IV, GB4",70 BENNETT STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/20/2020,44.788271,-68.833881,-68.83388099999996,44.788271000000066
REM03160,INDUSTRIAL SERVICES,HARDY ASSOCIATES,154 HILDRETH STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,7/20/2020,44.800018,-68.839001,-68.83900099999994,44.80001800000008
REM03161,MAINE DISTRIBUTORS,,5 COFFEY STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/20/2020,44.791374,-68.838653,-68.83865299999997,44.791374000000076
REM03162,MAINE ENERGY,,1625 HAMMOND STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,7/20/2020,44.795089,-68.84194,-68.84193999999997,44.795089000000075
REM03165,NAUTEL INC,,201 TARGET INDUSTRIAL CIRCLE,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,7/20/2020,44.788332,-68.828712,-68.82871199999994,44.788332000000025
REM03163,ROADWAY EXPRESS,,1490 HAMMOND STREET,BANGOR,PENOBSCOT,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,7/20/2020,44.794634,-68.835222,-68.83522199999999,44.79463400000003
REM03173,BARRETT PAVING,PIKE INDUSTRIES,1 DUTTON STREET,BANGOR,PENOBSCOT,VRAP,2.1,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/9/2022,44.78768941,-68.77531099,-68.77531098999998,44.78768941000004
REM03103,RYDER TRANSPORTATION,,30 INDUSTRIAL STREET,WATERVILLE,KENNEBEC,VRAP,5.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/5/2021,44.57166563,-69.63611513,-69.63611512999995,44.57166563000004
REM03180,BLAKE HARDWARE,,46-52 MAIN STREET,OAKLAND,KENNEBEC,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,5/21/2020,44.54744,-69.717692,-69.71769199999994,44.54744000000005
REM00494,FIRE ROAD 31,,"OFF RT. 9, FIRE RD 31",CLIFTON,PENOBSCOT,OTHER,,FALSE,TRANSFERRED TO OTHER DIVISION,OTHER,7/9/2008,44.832376,-68.481106,-68.48110599999995,44.83237600000007
REM02445,LEON LITTLE PROPERTY,,496 NORTH STREET,HOULTON,AROOSTOOK,VRAP,12.3,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/21/2020,46.15940623,-67.84117297,-67.84117296999995,46.15940623000006
REM03191,PINE TREE TRUCKING,,77 STATION STREET,ASHLAND,AROOSTOOK,VRAP,15,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/30/2021,46.631301,-68.411428,-68.41142799999994,46.631301000000065
REM03214,CARQUEST,FORMER CARQUEST REM03249 DUPLICATE,105 HIGH STREET,BELFAST,WALDO,BROWNFIELDS,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/29/2021,44.425552,-69.00478,-69.00477999999998,44.42555200000004
REM03220,ELLSWORTH BUILDING SUPPLY,EBS,1513 STATE HIGHWAY 102,BAR HARBOR,HANCOCK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,3/8/2021,44.407225,-68.347548,-68.34754799999996,44.40722500000004
REM03222,MORRELL'S ACE HARDWARE,MORRELL'S LUMBER,38 LILY BAY ROAD,GREENVILLE,PISCATAQUIS,RCRA,1.5,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/5/2021,45.461372,-69.590809,-69.59080899999998,45.46137200000004
REM03230,ANTI AIRCRAFT SITE NO. 1,DERP SITE NUMBER D01ME0567,,CASWELL,AROOSTOOK,FEDERAL FACILITIES,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,3/31/2015,46.99454,-67.859229,-67.85922899999997,46.99454000000003
REM03240,HASKELL LUMBER DAM,,431 MAIN ST.,LINCOLN,PENOBSCOT,BROWNFIELDS,0.2,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/31/2023,45.387913,-68.494381,-68.49438099999998,45.387913000000026
REM00553,BANGOR & AROOSTOOK RAILROAD,"CAMPDAVIS, LLC PROPERTY OF ERDT REALTY","NO. MAIN JUNCTION, ROUTE 2",HERMON,PENOBSCOT,OTHER,13.38,TRUE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),6/9/2021,44.79052211,-68.8643737,-68.86437369999999,44.79052211000004
REM03268,STERICYCLE,,264 INDUSTRIAL PARK STREET PITTSFIELD,PITTSFIELD,SOMERSET,RCRA,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,7/7/2021,44.780032,-69.39757,-69.39756999999997,44.78003200000006
REM03283,MADORE CLEANERS,,274 MAIN STREET,VAN BUREN,AROOSTOOK,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),9/6/2021,47.168498,-67.943345,-67.94334499999997,47.168498000000056
REM03313,OLD TOWN CDD LANDFILL,,246 GILMAN FALLS AVENUE,OLD TOWN,PENOBSCOT,LANDFILL CLOSURE,,FALSE,REMEDIATION STAGE,ONGOING,2/9/2022,44.939301,-68.675238,-68.67523799999998,44.93930100000006
REM01891,EM BEE CLEANERS,,126 CHURCH STREET,BELFAST,WALDO,VRAP,,FALSE,INVESTIGATION STAGE,ONGOING,12/28/2021,44.42576372,-69.00797566,-69.00797565999994,44.42576372000008
REM03324,SPRING BROOK ICE & FUEL,,12 SANGER AVENUE,WATERVILLE,KENNEBEC,VRAP,2,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,4/26/2022,44.556335,-69.634708,-69.63470799999993,44.55633500000005
REM03332,5 DOC DAY LANE,,5 DOC DAY LANE,DANFORTH,WASHINGTON,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,7/26/2022,45.658538,-67.867646,-67.86764599999998,45.65853800000008
REM03334,OLD CANTON SCHOOL,,36 SCHOOL STREET,CANTON,OXFORD,BROWNFIELDS,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),7/5/2023,44.443174,-70.313722,-70.31372199999998,44.443174000000056
REM02403,ALERT BUILDING BANGOR INTERNATIONAL AIRPORT,DOW AFB,BANGOR INTERNATIONAL AIRPORT,BANGOR,PENOBSCOT,VRAP,1.31,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/26/2016,44.79423108,-68.81863145,-68.81863144999994,44.79423108000003
REM01916,BROADWAY DRY CLEANER,490 BROADWAY OR FORMER DRY CLEANER IN FILE ROOM DATABASE; BANGOR REDEMPTION AND BEVERAGE;,490 BROADWAY,BANGOR,PENOBSCOT,VRAP,0.61,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/12/2023,44.8182197,-68.77449855,-68.77449854999998,44.81821970000004
REM03377,DOVER-FOXCROFT REDEMPTION CENTER,,1007 SOUTH STREET,DOVER-FOXCROFT,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,10/20/2024,45.183277,-69.229293,-69.22929299999998,45.18327700000003
REM03378,RAYMOND'S VARIETY & DINER,,2789 LEE ROAD,LEE,PENOBSCOT,VRAP,2.82,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/8/2023,45.359018,-68.282908,-68.28290799999996,45.35901800000005
REM00564,IP-ANDROSCOGGIN MILL,"VERSO PAPER, PIXELLE, INTERNATIONAL PAPER, JGT2",300 RILEY ROAD,JAY,FRANKLIN,RCRA,1034,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/11/2023,44.50246272,-70.24294016,-70.24294015999993,44.50246272000004
REM03399,GAGNE PRECAST,,28 OLD ROUTE 27 ROAD,BELGRADE,KENNEBEC,VRAP,3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/24/2023,44.425659,-69.830901,-69.83090099999998,44.42565900000005
REM02706,GALLOP POWER/GREENVILLE STEAM COMPANY,,185 GREENVILLE STEAM ROAD,GREENVILLE,PISCATAQUIS,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/5/2023,45.454418,-69.61021,-69.61020999999994,45.45441800000003
REM03400,GREENVILLE FIRE DEPARTMENT,,10 MINDEN STREET,GREENVILLE,PISCATAQUIS,VRAP,1.18,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,4/4/2023,45.45852,-69.590756,-69.59075599999994,45.45852000000008
REM03402,SPECIALTY MINERALS,PARCEL WITHIN IP ANDROSCOGGIN/VERSO/PIXELLE MILL SITE,"300 RILEY ROAD, GATE 15",JAY,FRANKLIN,RCRA,2,FALSE,INVESTIGATION STAGE,ONGOING,9/13/2023,44.504018,-70.238532,-70.23853199999996,44.50401800000003
REM03423,GRONDINS DRY CLEANERS,,259 MAIN STREET,WATERVILLE,KENNEBEC,BROWNFIELDS,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/10/2024,44.558358,-69.632389,-69.63238899999993,44.558358000000055
REM03424,MEDDYBEMPS HEATH,,ROUTE 191,COOPER,WASHINGTON,BROWNFIELDS,6700,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),7/6/2023,45.026018,-67.407176,-67.40717599999994,45.02601800000008
REM03464,CARIBOU STARCH PLANT,,103 WATER STREET,CARIBOU,AROOSTOOK,BROWNFIELDS,1.22,FALSE,INVESTIGATION STAGE,ONGOING,10/16/2023,46.857263,-68.002812,-68.00281199999995,46.857263000000046
REM03465,CARIBOU RAILROAD STATION,,96 WATER STREET,CARIBOU,AROOSTOOK,BROWNFIELDS,1.6,FALSE,INVESTIGATION STAGE,ONGOING,10/16/2023,46.858547,-68.002808,-68.00280799999996,46.858547000000044
REM03467,SONGBIRD FARM,LD 1600 SITE,142 STEVENS ROAD,UNITY,WALDO,VRAP,46,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/29/2024,44.565164,-69.290167,-69.29016699999994,44.56516400000004
REM03468,HUMPHRIES FARM,,189 SOUTH MEADOW ROAD,PERRY,WASHINGTON,BROWNFIELDS,25,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),10/21/2023,44.973521,-67.090033,-67.09003299999995,44.97352100000006
REM03476,MILFORD HYDRO STATION,,,MILFORD,PENOBSCOT,VRAP,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/31/2023,44.942338,-68.644839,-68.64483899999993,44.94233800000006
REM03476,MILFORD HYDRO STATION,,,MILFORD,PENOBSCOT,RCRA,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/31/2023,44.942338,-68.644839,-68.64483899999993,44.94233800000006
REM03487,SAFE VOICES,,200 LIVERMORE FALLS ROAD,FARMINGTON,FRANKLIN,BROWNFIELDS,2.3,FALSE,INVESTIGATION STAGE,ONGOING,11/26/2023,44.618311,-70.160303,-70.16030299999994,44.61831100000006
REM00519,MARINE TRADE CENTER,THE BOAT SCHOOL; FIRST PERRY REALTY LLC,16 DEEP COVE ROAD,EASTPORT,WASHINGTON,BROWNFIELDS,20.8,FALSE,REMEDIATION STAGE,ONGOING,12/10/2023,44.90658863,-67.0130876,-67.01308759999995,44.906588630000044
REM03515,PATTEN RECREATION DEPARTMENT,,12 FOUNDERS STREET,PATTEN,PENOBSCOT,BROWNFIELDS,0.2,FALSE,INVESTIGATION STAGE,ONGOING,1/29/2024,45.996845,-68.446107,-68.44610699999998,45.996845000000064
REM03522,YUDYS TIRE,SULLIVAN TIRE,541 WILSON STREET,BREWER,PENOBSCOT,RCRA,2.02,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,2/25/2024,44.779708,-68.742698,-68.74269799999996,44.77970800000003
REM03523,HAYFORD BLOCK,,109 CHURCH STREET,BELFAST,WALDO,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,4/14/2024,44.425341,-69.006898,-69.00689799999998,44.42534100000006
REM03526,CHURCH STREET RIGHT-OF-WAY,,CHURCH STREET,BELFAST,WALDO,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,4/14/2024,44.42519,-69.007048,-69.00704799999994,44.42519000000004
REM03527,GRANGE STREET SITE,,11 GRANGE STREET,DOVER-FOXCROFT,PISCATAQUIS,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,3/19/2024,45.185817,-69.237803,-69.23780299999999,45.18581700000004
REM03534,WALDO COUNTY COURTHOUSE,,137 CHURCH STREET,BELFAST,WALDO,BROWNFIELDS,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/26/2023,44.426351,-69.008268,-69.00826799999999,44.42635100000007
REM03535,FORESTRY BUILDING,,U.S. RTE. 1 AND GRAND LAKE STREAM ROAD,INDIAN TWP RES,WASHINGTON,BROWNFIELDS,,FALSE,INVESTIGATION STAGE,ONGOING,10/18/2017,45.252201,-67.604916,-67.60491599999995,45.25220100000007
REM03537,MILLINOCKET BANK,,181 PENOBSCOT AVENUE,MILLINOCKET,PENOBSCOT,BROWNFIELDS,0.5,FALSE,INVESTIGATION STAGE,ONGOING,3/25/2024,45.656192,-68.708838,-68.70883799999996,45.65619200000003
REM02412,CHARLESTON AFS,"CHARLESTON CORRECTIONAL FACILITY, CHARLESTON RADIO COMMUNICATIONS SITE",1202 DOVER RD,CHARLESTON,PENOBSCOT,VRAP,2.35,TRUE,INVESTIGATION STAGE,ONGOING,8/31/2015,45.09128681,-69.09415036,-69.09415035999996,45.09128681000004
