property_id,property_name,past_uses,property_highlights,city
256396,Clarry Hill,NA,NA,WALDOBORO
250216,Levesque Landfill,NA,NA,ASHLAND
175681,Rafford Springs,NA,"The property is developed with a 7,700-square foot water bottling facility formerly operated by Rafford Springs and Loon Country.

Former Use: The property was undeveloped woodlands prior to installation of a water supply well and bottling plant in the 1990s. The property was operated by Loon Country until foreclosure in 2009. The property was acquired by Deane Rafford in 2010 and operated as Rafford Springs until 2012. The plant was vacant until purchased by the Houlton Band of Maliseet Indians following assessment through the Brownfields program.",Garfield Plantation
255689,Fire Station Belfast,NA,"Current Fire Station, town is looking to redevelop the site into another better suited use.",BELFAST
257585,Wasco Mill,NA,"The approximately 3.53-acre subject property is comprised of one parcel. The subject property is currently owned and operated by New Pioneer LLC for woodworking purposes and commercial spaces. New Pioneer LLC has operated at the subject property since purchasing it in 2017. The Site is believed to have been originally developed in the 1920s as part of the mill complex and participated in commercial and industrial business operations. The Site has been utilized for various industrial and commercial uses since construction such as plastics creation until recent years. At present day the mill is mostly vacant or used for storage, with some smaller portions of the extensive building sectioned off for commercial use.",SANFORD
239627,Smith Farm,NA,"Former Use: The Site consists of two contiguous parcels of land encompassing a total of approximately 5.09 acres located on the south side of Pleasant Street, in a mixed residential and commercial neighborhood of the City of Rockland. The Site properties currently exist as vacant, undeveloped land. The 150 Pleasant Street property does not appear to have been developed in the past. The 160 Pleasant Street property was historically developed with a residential farm structure and associated outbuildings, which were used for residential and agricultural purposes.",ROCKLAND
234987,Isle Au Haut Electric Power Company,NA,Former Use: Former Power Generation Facility since 1969 owned by Isle Au Haut Electric Power Company Used diesel fuel to power generators. Stored PCB containing transformers,ISLE AU HAUT
239589,"FirstPark, Lot 15B",NA,"Former Use: The approximately 5.28-acre Site is currently owned by the User and operated by KRDA’s FirstPark Commerce Center as an undeveloped, wooded lot. The Site is located within FirstPark Commerce Center’s business park campus in Oakland, Maine which is bordered by Interstate 95 (I-95) on the east. The property north-adjacent to the Site is the location of the former East Coast Machine (ECM) facility, which fabricated metal parts until approximately 2002, when it was put up for bankruptcy auction. Spill reports from Maine’s Department of Environmental Protection document improper waste handling procedures at this facility, and the facility disposed hazardous wastewater using a leach field on their premises.",OAKLAND
235514,Bayside Parcel 4,NA,"Former Use: The Bayside Parcel is located in the City of Portland. The properties in the area were developed as commercial and some properties were utilized as the Dept of Public Works facility for the City. Historically, the Bayside area was located within the tidal zone of Back Cove. The Bayside area surrounding area was filled and the Bayside properties were occupied by the Portland and Rochester railroad line which dated back to approximately 1871. The Bayside properties were further developed with activities associated with the Boston and Maine railroad and surrounding areas were developed as residential.",PORTLAND
101761,Shannon's Repair,"Commercial
","This property is a former truck stop and maintenance garage located in a fairly industrial area in the Town of Houlton. This property was recently sold to a local plumbing contractor who hopes to reuse the on site building for equipment and materials storage. The purchase and sale of the property was contingent on the findings of the Phase II ESA. The Phase II ESA concluded that based on the observed site conditions, lack of petroleum-impacted soil and the proposed future use of the facility as commercial, no further action was deemed necessary. The Maine Department of Environmental Protection MDEP has agreed with these conclusions.

Former Use: This property was formerly used as a service garage and truck stop. It was initially reported that there were former underground storage tanks USTs on the subject property. However, during Phase II ESA activities on September 30, 2009, on site personnel received verbal reports that the tanks may have actually been aboveground. This seems likely due to shallow bedrock encountered across the entire site.",Houlton
257699,Stetson Saab Sales,NA,NA,WARREN
195461,Jordan Property,NA,"Property sale pending

Former Use: The Subject Property is 2.03 acres and consists of fill from an unknown source. It is bound to the south by Card Brook and to the west by the confluence of Card Brook and the Union River. The zoning for the Subject Property is “General Development”. The Subject Property consists of a 780 square foot garage constructed in 1979. The building is seasonally operated by Kennebec Glass Eels and has historically been used as a garage for vehicle maintenance. Gravel parking is located adjacent to all sides of the building. The remaining portions of the property are wooded and slope down to Card Brook and the Union River. Adjacent properties are undeveloped or residential.",ELLSWORTH
177666,Holden,NA,NA,Holden
257791,Best Automotive,NA,"The subject property is currently operated by Best Automotive as an auto repair shop.  Best Automotive has operated at the subject property for over thirty years. The subject property was historically an automotive repair shop and filling station, prior to which it operated as a railroad depot.",KITTERY
11521,F.W. Webb,NA,NA,Lewiston
160781,Quoddy Dolphin,NA,"Former Use: The Site has been owned by Gary Zaremba (Lighthouse Plaza, LLC) since December 2008, when it was acquired from The First, N.A. The Site contains a two-story structure most recently occupied by a variety store, gasoline station, automotive service garage, motel, laundromat, and car wash. The Site was unoccupied at the time of the Phase I ESA Update, with some apparent ongoing cleaning/renovation activities. Manfred Zorn (dba Cocopelli, Inc.) operated the Site commercially from about 2001 to 2002, when retail gasoline sales were suspended. Portions of the Site building (motel, laundromat, car wash, and store) were reportedly operated in 2003, and sections of the motel have reportedly been operated since for seasonal worker housing. Prior to 2001, the Site was owned by John McGonigal and operated as a repair garage and gas station. The Site was developed as an automotive repair facility and gasoline filling station as early as 1949. Two underground storage tanks (USTs), used to store gasoline and diesel, were installed on the Site in 1990 and have been inactive since 2002. Four USTs, used to store gasoline and diesel, were reportedly installed on the Site between 1977 and 1984 and were removed in 1990.",Lubec
189841,St. Francis Elementary School,NA,"Former Use: The St. Francis Elementary School is currently pending closure with potential redevelopment as an elderly housing facility. Historical records indicate the property was a school lot and agricultural field since the 1920s. The former Lowell School was built on the property when an older building burnt down in the 1930s and later demolished when the existing school building was constructed in the 1960s. The property is currently developed with the single-story elementary school building, detached library, two storage sheds and baseball field.",SAINT FRANCIS
236127,Lewiston Steam Substation,NA,NA,LEWISTON
258739,MCHT- Middle Road Forest,NA,Phase I ESA was conducted to facilitate the acquisition and conservation of undeveloped forestland in mid-coast Maine.  The Passamaquoddy Tribe worked with conservation organizations to increase public access to greenspace.,WOOLWICH
140269,Public Works Garage,NA,"The existing contaminants exist in an area of an active bulky waste landfill where occasional burning of was wood products and tree waste is conducted, contributing to the presence of PAHs. Additional sampling of the sediment and associated shell fish is being discussed.

Former Use: The Site is located in a generally rural setting bordered by sovereign Passamaquoddy Tribal lands to the north, east, and west. A single structure identified as the Passamaquoddy Public Works Garage is located at the southern end of the property and the remainder of the lot consists primarily of fill material. The Site was developed prior to the 1900's and used as a residential property until the mid to late 1970's. The existing Public Works Garage was constructed in 1970 for use as Cushing?s Garage, an auto-body repair and paint shop. The facility was historically serviced by a private water supply well and septic system. The Passamaquoddy Tribe of Pleasant Point purchased the Subject Property in the early 1980?s. Since that time, the Public Works Garage has been used primarily to store and maintain Passamaquoddy Public Works vehicles. The northern portion of the Subject Property has served as a staging area for off-site construction contractors and a landfill for construction spoils. Construction spoils spread at the property have been generated as the result of Passamaquoddy Public Works projects ranging from road construction to sewer maintenance. Significant debris has also been incorporated into the fill material and or burned on-site. The northeastern portion of the Site is located within a 100-year flood plane and is also recognized as a national wetland. The closest surface water bodies include two small, unnamed streams, that border the Subject Property to the east and west, and the Little River, which is located less than 500 feet to the north. The little River discharges directly into Gleason Cove and the Atlantic Ocean.",Perry
170161,Downeast Energy,NA,"Based on the Phase I ESA and other market conditions, the Tribe has elected not to acquire this property. No further funding will be expended on this property.

Former Use: The Subject Property includes 18.2 acres of land originally developed by the Down East Peat Company as part of peat harvesting operations in the late 1970’s. Initial developments at the Subject Property reportedly included the construction of two drying sheds used to house and air-dry harvested peat moss. The setting is rural and adjacent land use is primarily undeveloped or agricultural. The Worcester Peat Company is located immediately to the south of the Subject Property and actively harvests approximately 860-acres of peat bogs, located to the north and west of the Subject Property. The general area, possibly including the Subject Property, has been used intermittently to harvest peat since the late 1930’s. In 1985 the MEDEP approved construction of a 12-megawatt electrical co-generation facility at the Subject Property and ownership was transferred to Downeast Peat Limited. The facility was constructed between 1987 and 1988 and included a six-story power house building, two condenser buildings, two chip storage silos, a fly ash bunker, and fuel (biomass) storage and receiving areas. The facility operated for several years before being placed in cold storage in 2007. Bankruptcy issues have resulted in various property transfers and current ownership of the Subject Property is listed as Downeast Power Company LLC, believed to be a wholly-owned subsidiary of the Prospect Capital Corporation of New York.",Deblois
12932,"E. Perry Company, Somerset Street",NA,Former Use: scrap metal yards; was a cooperage manufacturing plant,Portland
144422,Closed Municipal Landfill,NA,"The site is a vacant 1.7 acre portion of the Town of Windham's closed landfill. The property is near the intersection of Route 302 and Enterprise Drive, and is the portion of the landfill property that formerly was operated as a transfer station but does not include landfilled waste. The property has not yet been subdivided from the larger closed landfill parcel.

Former Use: The property was a portion of the closed municipal landfill. A transfer station was constructed following landfill closure and an incinerator was used to dispose of some waste. Hot ash was spread in the vicinity of the Site and PAHs, metals, and VOCs are suspected to be located throughout the area.",Windham
148741,Hill Mill Hydro Station,NA,"Former Use: Historically the raceways directied canal water to the hydroelectric turbines, providing power to the Hill Mill. The date of constructon of the central portion of the Mill containing the Site and associated hydroelectric equipment is unknown. The current Site owners purchased the property in 1998.",Lewiston
250095,Portland Xtra Mart,NA,NA,PORTLAND
228621,Greenville Steam Co.,NA,"Former Use: The Site consists of an irregular-shaped parcel of land, encompassing approximately 100 acres located within the Town of Greenville’s Industrial Park. Based on available information, the Site consisted of undeveloped land prior to 1985. In 1985, the Site was developed with a 15 megawatt biomass-fired, electric power generating facility at the property. GSC operated the power facility from 1985 to 2009 and Gallop Power Greenville, LLC operated the facility from 2009, until the Site operations ceased in circa 2011. The Site has remained vacant and non-operational or inactive since 2011. The Main Power Plant/Boiler Building consists of approximately 17,000 square feet of space and includes the former boiler, turbine, backup fuel oil generator, precipitator, wood-fuel conveyance, ash conveyance/storage, air conveyance ducts, smokestack, office/control rooms, and bathrooms. The Site is also improved with a maintenance garage/office, pump house/cooling towers, equipment storage sheds, continuous air emissions monitoring systems building, hog building with debarking machines and conveyors, screen building and conveyors, truck wood chip dump, scale house, electrical switchyard and substation, wood chip fuel storage yard, stormwater detention pond, and wastewater effluent pond. Multiple bulk oil and chemical products have been previously stored, utilized, and transferred at the facility including No. 2 fuel oil, diesel fuel, hydraulic oil, transmission oil, lubricating oil, transformer oil, used oils, antifreeze (ethylene glycol), sodium hydroxide, hydrochloric acid, sodium hypochlorite, and aqueous ammonia. Storage and/or use of these materials may have resulted in documented and/or undocumented or unreported spills/releases of hazardous chemicals and/or petroleum products at the Site.",GREENVILLE
228686,Rockland City Hall,NA,"Former Use: The Site consists of an approximate 13.55-acre, irregular-shaped parcel of land located in a mixed commercial and industrial area of Rockland. Prior to circa 1941, the Site was undeveloped and used as farmland. From circa 1941 to 1988, the Site was owned by various owners, and used as a residential dwelling and small business offices. In 1988, the Site was acquired by Camden & Rockland Water Co. and operated as the Maine Water Company. In 1995, the Site was acquired by the City of Rockland who has owned and operated the Site as the Rockland City Hall since that time.",ROCKLAND
220128,Shamrock Construction,NA,"The property is located near a primary road corridor in Portage Lake. The property is developed with a large two-story building and attached garage.

Former Use: The earliest record of the site is a town hall for the Town of Portage Lake in the 1920s. The Portage Lake Fire Department began operations in the basement of the building in the 1950s. The property has been operated as Shamrock Construction since 1988.",PORTAGE
258126,279 Water Street,NA,NA,GARDINER
221721,Drop-In Wellness Center,NA,"Former Use: Property is located on the Pleasant Point Reservation and includes a two-story building. Constructed in the late 1960's, the Site has been historically used as a laundromat, pool hall, and a fitness center. More recently, the building has been used for miscellaneous storage and occasional alcohol anonymous meetings.",PERRY
258024,TCF - Baring Plantation,NA,Phase I ESA was completed to facilitate regional land conservation efforts. The Site consists of an undeveloped island in the St. Croix River. No Recognized Environmental Conditions were identified.,Baring Plantation
134002,Steel Service Center,"Commercial
",NA,Lewiston
173055,Stetson Former Town Office,NA,"In the late 1880s the Hill & Merrill Dry Goods store was located at the Site. The store was removed by 1900 and the Site remained vacant until construction of the current Site building in 1950. The Site building was occupied by the Stetson Volunteer Fire Department from 1950 through 1997 when a new fire department and library building was constructed at an alternate location. In 1970, the western portion of the Site building was constructed to make room for the town library. After the fire department and library moved in the 1997, the Site was used as a food pantry and town hall. The Site building was renovated in approximately 2007 and was vacated in 2012 due to the presence of black mold throughout the building. The Site building has been vacant since.

Former Use: The 0.23-acre Site is developed with 1,508-square foot two story building. The Site building was originally constructed as a fire station in 1950, was used briefly as the town hall, and is currently vacant. The addition on the western side of the Site building was added in 1970, which added a bathroom, furnace room and room for the town library. The Site building currently contains debris and various stored materials. The Site building reportedly contains toxic black mold and was damaged during the mold survey and subsequent limited removal of mold impacted materials. A safe is located in the main portion of the Site building where license places and other legal documents for the Town are kept, the building is periodically entered for access to this safe. In the late 1880s the Hill & Merrill Dry Goods store was located at the Site. The store was removed by 1900 and the Site remained vacant until construction of the current Site building in 1950. The Site building was occupied by the Stetson Volunteer Fire Department from 1950 through 1997 when a new fire department and library building was constructed at an alternate location. In 1970, the western portion of the Site building was constructed to make room for the town library. After the fire department and library moved in the 1997, the Site was used as a food pantry and town hall. The Site building was renovated in approximately 2007 and was vacated in 2012 due to the presence of black mold throughout the building. The Site building has been vacant since.",Stetson
151862,Middle River Parcel,NA,"Former Use: The Site includes approximately 107 acres of largely undeveloped land in a rural,mixed commercial- and residential-use area. The Site is bounded by the Middle River to the east, the Sunrise Trail (former Calais Branch rail corridor) to the south, Route 192 to the west, and farmland and marshland to the north. The Site consists of three abutting parcels that have historically been undeveloped or utilized as agricultural land (e.g., pasture, hay production) since at least the late 1800s (Fig. 2). Presently, the land is largely undeveloped with All-Terrain Vehicle (ATV) and walking trails crossing portions of the Site, which consists of open fields, forested areas, and marshland. No buildings or evidence of former buildings were observed on the Site during the GEI site visit, though property records indicate that several small buildings (e.g., farm or camp buildings) may have been historically located on the Site. The majority of the Site has been owned by Meadowview Heights, Inc. since 1989, and was previously operated by the St. Regis Paper Company as a company farm. For the past several years, the Town of Machias has launched fireworks from the southeast corner of the Site. Land use adjacent to the Site includes the former Machias Municipal Landfill and a Bangor Hydroelectric (BHE) service center to the northwest and west (east of Route 192). The Machias Wastewater Treatment Plant abuts the Site to the southeast. GEI reviewed pertinent Maine Department of Environmental Protection (DEP) records for the landfill and BHE facility regarding past releases and site investigations. The records indicate the possibility of contaminated groundwater at the landfill, and possible migration of impacted groundwater toward the Site.",Machias
52581,Gallo Property,"Commercial
","The brownfield property is located along a potential riverwalk of the Mousam River in a downtown mill area. PPF - Gallo Property Map I27, Lot 30, 6/6/07

Former Use: Buildings on the property were not on Sanborn maps until 1950. In 1950, there were four buildings including: one store, two filling stations, one auto garage, and two tank-like structures. In 1964, one filling station was converted to a restaurant, and the auto garage was converted to office space. The remaining buildings maintained their 1950 usage.",Sanford
238678,Bear Paw,NA,NA,NORTH WATERFORD
241880,230 State Street,NA,NA,BANGOR
12939,Fred Johnson,NA,Former Use: Storage of Scrap metal,Portland
237290,Calais Hospital Lot,NA,"Site of former hospital; now vacant. Proposed for redevelopment as community garden.

Former Use: The property is owned by Calais Regional Hospital. It has been own by this entity since the construction of the old hospital facility in 1956.",CALAIS
245850,20 & 30 Gooch Street,NA,NA,BIDDEFORD
12938,Lucille Johnson,NA,Former Use: Vacant,Portland
255758,Dover-Foxcroft Hotel Feasibility Study,NA,Initial hotel study completed spring/summer 2023. Continuing the study into final RFP steps throughout the fall.,DOVER FOXCROFT
148762,Former Sebago Gardens,NA,NA,Windham
257609,Humphries Farm,NA,25 acre property historically operated as a commercial dairy farm. Site is currently owned by the Passamaquoddy Tribe and a Phase I ESA has been completed as part of the Brownfields program.,PERRY
241062,Penobscot Islands,NA,"Former Use: The Penobscot Islands are located adjacent to the former Lincoln Paper and Tissue Mill that operated for over 100 years. Mattanawcook Island, the largest of the island chain, was inhabited by a small community of Native Americans and included a school in 1926. Several of the other islands have been periodically inhabited and several structures are still standing. The islands are a part of the Penobscot Indian Nation.",LINCOLN
254689,Dover-Foxcroft Redemption Center,NA,Phase I ESA is requested for a transfer of ownership/purchase. The property is intended to remain a redemption center.,DOVER FOXCROFT
52681,Riverwalk 4,"Commercial
","The brownfield property is located along a potential riverwalk of the Mousam River in a downtown mill area. PPF - Riverwalk 4 Map I29, Lot 81, 6/6/07

Former Use: Parcel abutted by the Mousam River on one side and High Street on the other. Located in the Sanford Mill area complex. Maybe considered as part of a future riverwalk area.",Sanford
68941,Former Biddeford Box Co.,"Industrial
","Former Use: The Sanborn Fire Insurance Maps indicate that 432 Main Street was developed prior to 1901 and has been occupied by a sawmill, warehouse, hotel, and the Biddeford Box Company (with an Oil House). The 432 Main Street property was portrayed as vacant in 1976. The 442 Main Street property appeared to be vacant on the available maps, and is still currently undeveloped.",Biddeford
236846,"Hancock-Ellsworth Tannery, Parcel 3",NA,"Parcel #3 which comprises the last 134 acre piece of the overall Hancock-Ellsworth Tannery site is adjacent to Parcel #1’s eastern border. The Environmental Site Assessments (ESAs) demonstrated that Parcel #3 was not impacted with tannery wastes. Parcel #3 is proposed to be the future location for approximately 60 affordable housing lots.

Former Use: The former Hancock Ellsworth Tannery (HET) was taken by the town as a foreclosure due to delinquent tax payments. The tannery was constructed in the late 1950s and ceased operations in the late 1960s. It was then operated as a storage facility until the mid-1990s when it was completely abandoned.",Hancock
260012,808 High Street,NA,The property contains a 6 bedroom group home with 3 separate apartments. The house was originally constructed in the 1860's as a single family home. The property has been unoccupied since October 2023.,BATH
253981,Bayside IV Parcels,NA,"The Subject Property is comprised of 10 non-contiguous parcels of land. The properties comprising the
Subject Property are generally bounded to the north by residential dwellings and Halls Court; to the east
by Chestnut Street; to the south by Oxford Street, and to the west by Cedar Street, with two additional
parcels located at the northeast corner of Chestnut and Lancaster Streets, and one additional parcel located
west of Cedar Street and south of a parking lot along Lancaster Street. Addresses generally associated
with the Subject Property are 74, 78, 82, and 91-103 Chestnut Street; 147-155 Lancaster Street, 60-66
Kennebec Street; 1-5 and 4-8 Halls Court; 27-31, 35, and 50 Cedar Street; and 205-209 Oxford Street.
The Subject Property consists of a combination of parking/driveway areas, a community garden,
undeveloped grass lawns, and a patio/lawn area and outbuilding for the Oxford Street Homeless Shelter,
which is located east of Subject Property Parcel 26-B-12-13.
The Subject Property is located in an Urban Commercial Business Zone (B7) in the West Bayside
neighborhood of Portland, Maine. Land use in the vicinity of the Subject Property has been generally
commercial, industrial, and manufacturing since the area's development in the late 1800's. An 1837 map
of Portland shows that Back Cove formerly covered much of the Subject Area (up to East Street). The
Subject Property is in an area that was reportedly filled with the remnants of the Great Portland Fire of
1866 (fill materials, debris, ash, etc.).
In 1886, the Subject Property was developed with residential dwellings in most parcels and the Portland
Rochester Railroad at the northern edge of Parcel 25-D-9. Parcel 25-D-9 was reportedly used for railroad
operations and lumber/iron storage until circa 1980. Parcel 25-D-10 was reportedly vacant from circa
1886 to circa 1896, used for lumber storage from circa 1896 to circa 1909, towel manufacturing (Thomas
Towels Co.) from circa 1909 to circa 1949, and contractor equipment storage from circa 1949 until circa
1980, by which time Parcels 25-D-9 and 25-D-10 were redeveloped as a parking lot. Based on review of
Sanborn maps, parcels 25-D-9 and 25-D-10 may have formerly been associated with a junkyard facility
that has historically operated on the easterly-adjacent property. One undated historical property card also
notes Parcel 25-D-10 as a ""mill""; no additional details were provided. The remaining Subject Property
parcels consisted of residential development from circa 1886 until circa 1980, when the former residential
dwelling on 26-B-12-13 was demolished. Other remaining residential dwellings at the Subject Property
reportedly were demolished after 1988.",PORTLAND
258606,Lambert Woods North,NA,"Wooded land, unsecured and potentially subject to dumping.",PORTLAND
241054,Gregoire Parcel,NA,"Former Use: The approximately 1.3-acre Site is currently vacant. There are no on-Site improvements, except for an area of asphalt pavement in the northern portion of the Site. The former septic system reportedly remains in place in this area. The Site was formerly developed with a two-story structure consisting of an automotive repair shop on the first floor and two residential apartments on the second floor. The structure was demolished in 2018.",WELLS
256190,Grondin's Certified Cleaners,NA,"The site is currently a  commercial retail and drycleaning business. Previously, the site was a GM automobile dealership. The properties environmental stigma has limited the redevelopment potential of the site. The owner would like to utilize the Brownfields funding to assess the property properly and then redevelop or sell the property for potential redevelopment for general retail, restaurant, or office use. There is potential for subsurface impacts related to the current and historical site use as a dry cleaner (VOCs; e.g., PCE) and hazardous substances and petroleum products related to former site use as an auto dealer (e.g., VOCs, metals, motor oils, lubricating fluids, paints, heating oil). Site records related to a UST removal in 1998 indicated no observed petroleum impacts at that time.",WATERVILLE
52641,Number 1 Pond,NA,Former Use: The property is a pond.,Sanford
253980,Bayside III Parcels,NA,"The Subject Property is comprised of four contiguous parcels of land. The properties comprising the
Subject Property are bounded to the north by residential development, to the east by Chestnut Street, to
the south by Oxford Street, and to the west by a patio area and outbuilding associated with the Subject
Property shelter. Addresses associated with the Subject Property are 191-201 Oxford Street and 66-68
Chestnut Street.
The Subject Property is located in an Urban Commercial Business Zone (B7) in the West Bayside
neighborhood of Portland, Maine. Land use in the vicinity of the Subject Property has been generally
commercial, industrial, and manufacturing since the area's development in the late 1800's. An 1837 map
of Portland shows that Back Cove formerly covered much of the Subject Area (up to East Street). This
Subject Property is in an area that was reportedly filled with the remnants of the Great Portland Fire of
1866 (fill materials, debris, ash, etc.).
Parcel 26-B-10-11 is improved with a three-story office/residential structure, covering a footprint of
approximately 3,000 square feet, which is operated as the Oxford Street Homeless Shelter. The building
comprises the entirety of parcels 26-B-10 and 26-B-11, and the City of Portland Tax Assessor has
combined these records into one file ""26-B-10-11"". Parcel 26-B-18 is improved with one-story
office/commercial structure, covering a footprint of approximately 2,600 square feet, which is operated as
a Portland Social Services office. Remaining portions of this parcel are comprised of paved parking areas
and confined lawn areas. Ransom was not provided with access to the interiors of these buildings as part
of this Phase I ESA. Parcels 26-B-5 and 26-B-8 are utilized as community garden plots by the City of
Portland. A patio associated with the social services building is located on the western portion of 26-B-9.
The Subject Property parcels primarily consisted of residential dwellings and vacant land between circa
1886 and circa 1949. Parcel 26-B-8 was occupied by a bakery from circa 1909 to circa 1980, by which
time the bakery was demolished and later redeveloped as a community garden. Parcel 26-B-18, currently
occupied by the Portland Social Services office, was occupied by an automotive repair garage from circa
1949 to circa 1988 (or later). Based on historic documentation, it is known that the subject area was
formerly submerged by the waters of Back Cove, and soils are reportedly comprised of several feet of
urban fill materials which are remnants of the Great Portland Fire of 1866 (fill materials, debris, ash, etc.). This material is known to be impacted by elevated concentrations of metals and polycyclic aromatic
hydrocarbons (PAHs).",PORTLAND
235481,8 Lisbon Road,NA,"A Phase I ESA was performed for the parcel, which fronts Lisbon Road/U.S. Route 196, and consists of a currently-unoccupied residence, attached automotive service garage spaces, surrounding exterior storage spaces and parking areas, No Name Brook (a tributary to the Sabattus River located east of the Site), and undeveloped land north of No Name Brook. The residence was built in approximately 1875 and the garage spaces (which includes an office space, bedroom, and rear storage room) was built in 1960. The building structures have a combined square footage of approximately 3,800 square feet (SF). There is a bathroom in both the original residence and in the addition. The residence includes attic space and basement space. The attached building structures (consisting of three garage spaces, a rear storage room, a bedroom, and an office space for the automotive service garages) were added on to the existing structure in 1960, the footprint of which is an additional 3,020 square feet. The residence is not currently occupied.

Former Use: The Site is located at 8 Lisbon Road in the Town of Lisbon, Androscoggin County, Maine. As listed on the Town of Lisbon Assessor’s card, the parcel is located on Map Lot U24-015 and is currently owned by Ms. Mary Newman. Map Lot U24-015 in its entirety is 4.33-acres in size. The property was obtained (thru being an heir) when the original owner passed away in 2015 and the property was transferred to the heirs of the previous owner in 2016. The current owner (Ms. Mary Newman) would like to sell the property to the existing tenant or ready the property for sale and the town is assisting the property owner and the existing business with the proposed redevelopment of the property.",LISBON
258292,Sipayik Ballfield,NA,"The Subject Property includes a 3 acre parcel located on the sovereign land of the Passamaquoddy Tribe.  The Site was originally developed in the 1970s to include two recreational baseball diamonds, bleachers, and associated fencing.  Disuse led to the Site being used for miscellaneous unauthorized dumping, burning, and the stockpiling fill material from various undocumented sources.",PERRY
250218,Water Street & Pine Street Properties,NA,NA,THOMASTON
249053,"Lot 12A, Fish Pier",NA,"Based on a review of historical documentation obtained from the City, the database report, and other online sources, the Site was developed as early as 1885 as a cooperage (manufacturing of barrels and casks), which was operated by E.S. Hamlin Co. and later the Portland Cooperage Co. Buildings included a large industrial structure and several outbuildings. According to the 1980 Sanborn map, the large structure was later occupied by the W.H. Shurtleff Co. chemical warehouse. The types of chemicals formerly stored at the Site are unknown. 

The waterfront area surrounding the Site was historically occupied by various industrial/commercial entities, including a lumber yard, an ice and oil company, grocery warehouses, and storage of goods, including fertilizer. Historical housekeeping practices and environmental regulatory requirements were not at today's standards during the history of operations. Additionally, several documented releases have occurred in the area and soil vapor sampling at the adjacent Lot 12 identified elevated concentrations of chloroform.  The former chemical warehouse at the subject Site (Lot 12A) was considered to be a potential source of the chloroform.

The Portland Waterfront area (from Fore Street to the south) was filled in the mid-1800s. The source of the fill material is unknown. Previous investigations at the adjacent Lot 12 have identified the presence of anthropogenic fill material throughout the Site (including brick and cobble) and elevated concentrations of polycyclic aromatic hydrocarbons in soil, which are often found in fill material. Additionally, railroad tracks were present at the Site from at least 1896 through the 1980s.",PORTLAND
255759,Former Braeburn Hotel,NA,NA,GUILFORD
244176,Foglio Property,NA,"The Site is currently undeveloped. Bennett Hill Housing, Inc. periodically removes trees from the Site for sale as timber or for use as building materials.",EAST WATERBORO
173045,Bradley Parcel 2,NA,"Planned future land use if for agriculture

Former Use: The Subject Property is 35.5 acre undeveloped parcel of land located on the west side of US Route 178 (Main Street). Main Street traverses through Bradley in a north-south direction along the east side of the Penobscot River. The Subject Property slopes westerly toward the adjacent Penobscot River. The embankment along the Penobscot River has an extended low lying edge that is prone to flooding. The vegetation across the Subject Property varies and consists of dense brush, dense woods, open grassland, and areas of sparse trees. Properties along Main Street in the vicinity of the Subject Property are residential except for a closed junkyard located approximately .5 miles northeast of the property and a logging museum associated with an experimental forest approximately 0.46 miles northeast.",Bradley
241104,Sanborn Pond Outlet Dam,NA,NA,BROOKS
235826,Fuel Truck - Alder Brook,NA,"The Site is included in a larger tract of Passamaquoddy Trust Land located on the eastern side of Canada Falls Lake, to the northeast of Jackman, Maine. A steel tank from a former fuel truck was abandoned and overturned on the Site. The tank appears heavily weathered and likely contained diesel fuel. The contents and integrity of the tank are unknown, however no holes, odors, or other evidence of a release has been observed. The fuel truck was likely associated with historical logging operations throughout the area. There is at least one recreational camp in the vicinity and the surrounding land is available to Tribal members to develop as camp lots. Additionally, the area is actively used for recreational and cultural activities including hunting, fishing, and camping.

Former Use: The Site is included in a larger tract of Passamaquoddy Trust Land located on the eastern side of Canada Falls Lake, to the northeast of Jackman, Maine. A steel tank from a former fuel truck was abandoned and overturned on the Site. The tank appears heavily weathered and likely contained diesel fuel. The contents and integrity of the tank are unknown, however no holes, odors, or other evidence of a release has been observed. The fuel truck was likely associated with historical logging operations throughout the area. There is at least one recreational camp in the vicinity and the surrounding land is available to Tribal members to develop as camp lots. Additionally, the area is actively used for recreational and cultural activities including hunting, fishing, and camping.",JACKMAN
242079,Nesowadnehunk Lake Wilderness Campground,NA,"Former Use: The Site consists of one irregular-shaped land parcel bounded by Baxter State Park beyond Nesowadnehunk Lake to the north and east and vacant land to the west and south in Piscataquis County, Maine. The Site encompasses a total of approximately 18.5 acres and is located in Township 4, Range 10 Wels in the Town of Millinocket, Piscataquis County, Maine. The Site is situated within a rural area of the Town of Millinocket. The property has historically been utilized as a seasonal wilderness campground since the early 1900s. The Site is currently improved with 11 rental cabins, a store and main lodge (the ?Site buildings?), and several tent campsites and lean-to structures.",MILLINOCKET
94742,Winslow DPW Yard,"Commercial
",Former Use: The property is owned by the Town of Winslow and historically used as a DPW facility.,Winslow
258644,52 King Street,NA,4 parcels - two are currently developed with apartments/residential. KVCAP intends to abate/demo and redevelop entire site for 37-unit affordable housing structure/parking. Recently approved by planning board (1/23/2024).,WATERVILLE
259934,Former Theodores Seamless Gutters,NA,NA,AUGUSTA
161501,971 River Road,NA,Former Use: Former junkyard. Currently used as an automotive repair facility.,Windham
245849,Old Orchard Beach Funeral Home,NA,NA,OLD ORCHARD BEACH
