SITE NUMBER,SITE NAME,SITE ALIAS,STREET ADDRESS,TOWN,COUNTY,PROGRAM,AREA-ACRES,IC CONTROLS,STATUS,SUBSTATUS,STATUS DATE,LATITUDE,LONGITUDE,x,y
REM02525,WATTS FLUIDAIR,,RTE 1  CUTTS ROAD,KITTERY,YORK,RCRA,,FALSE,INVESTIGATION STAGE,ONGOING,10/25/2020,43.120489,-70.722954,-70.72295399999996,43.12048900000008
REM02537,WINTER HARBOR MARINA,SCHOODIC MARINE CENTER,88 SARGENT STREET,WINTER HARBOR,HANCOCK,BROWNFIELDS,3.38,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),6/10/2016,44.39222258,-68.08036859,-68.08036858999998,44.392222580000066
REM02538,RALSTON PROPERTY,,6 ATLANTIC AVENUE,STONINGTON,HANCOCK,BROWNFIELDS,0.32,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/26/2016,44.15549334,-68.66241153,-68.66241152999999,44.15549334000008
REM02539,CHARLES A SNOW SCHOOL,,11 PINE STREET,FRYEBURG,OXFORD,BROWNFIELDS,6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/16/2022,44.014864,-70.974532,-70.97453199999995,44.014864000000046
REM02540,LINCOLN PULP AND TISSUE MILL,,50 KATAHDIN AVENUE,LINCOLN,PENOBSCOT,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/4/2016,45.36816023,-68.51045367,-68.51045366999995,45.36816023000006
REM02546,1037 MIDDLE STREET,,1037 MIDDLE ST,BATH,SAGADAHOC,BROWNFIELDS,0.08,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),4/26/2016,43.92129123,-69.81755214,-69.81755213999998,43.921291230000065
REM02072,COUSENS SCHOOL,,382 GOODWINS MILLS ROAD,LYMAN,YORK,VRAP,6.2,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,4/24/2016,43.502512,-70.5872,-70.58719999999994,43.50251200000008
REM00775,"LOUIS MACK, INC.",,750 WARREN AVENUE,PORTLAND,CUMBERLAND,VRAP,8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/2/2018,43.68513721,-70.33050116,-70.33050115999998,43.68513721000005
REM02549,CONROYS GARAGE,,3 EAST GRAND AVENUE,SCARBOROUGH,CUMBERLAND,VRAP,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,9/7/2016,43.54118324,-70.34517745,-70.34517744999994,43.541183240000066
REM00574,PORTSMOUTH NAVAL SHIPYARD,,SEAVY ISLAND,KITTERY,YORK,RCRA,278,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/10/2018,43.076517,-70.736434,-70.73643399999997,43.07651700000008
REM02554,UNIVERSITY OF SOUTHERN MAINE,,37 COLLEGE AVE,GORHAM,CUMBERLAND,RCRA,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,8/17/2016,43.680872,-70.448199,-70.44819899999999,43.68087200000008
REM02555,GERMINI PROPERTIES,,U.S. ROUTE 1,WHITING,WASHINGTON,VRAP,2.93,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,11/29/2017,44.747679,-67.265102,-67.26510199999996,44.74767900000006
REM02562,GRAPHIC UTILITIES,,75 CHENEY GROVE ROAD,FORT FAIRFIELD,AROOSTOOK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,46.773112,-67.845603,-67.84560299999998,46.773112000000026
REM02700,BAILEY'S FABRIC CARE CENTER,,190 KENNEDY MEMORIAL DRIVE,WATERVILLE,KENNEBEC,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,9/29/2016,44.53963381,-69.65249144,-69.65249143999995,44.539633810000055
REM02561,MAINE PUBLIC SERVICE,,ACCESS HIGHWAY,CARIBOU,AROOSTOOK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,46.874408,-67.995722,-67.99572199999994,46.874408000000074
REM02565,LA CLEAN AND SPIN,,31 LIBRARY AVE.,AUBURN,ANDROSCOGGIN,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,4/26/2016,44.098935,-70.230496,-70.23049599999996,44.09893500000004
REM02807,10 ALDEN STREET,,10 ALDEN STREET & 543 BROADWAY,BANGOR,PENOBSCOT,VRAP,1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/26/2019,44.8203855,-68.77543453,-68.77543452999998,44.82038550000004
REM02584,SED-119 UPLAND AREA,WINTHROP LANDFILL,,WINTHROP,KENNEBEC,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,ONGOING,6/14/2016,44.279316,-69.984935,-69.98493499999995,44.27931600000005
REM02912,"113-115 CENTER STREET, BANGOR",113-115 CENTER STREET,113-115 CENTER STREET,BANGOR,PENOBSCOT,BROWNFIELDS,0.14,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),10/1/2019,44.80752459,-68.7712451,-68.77124509999999,44.80752459000007
REM02823,TOPSHAM COMMERCE PARK LOT 3,,47 CANAM DRIVE,TOPSHAM,SAGADAHOC,VRAP,4.71,FALSE,REMEDIATION STAGE,ONGOING,3/26/2019,43.9449596,-69.96448149,-69.96448148999997,43.94495960000006
REM02587,ALFRED GASOLINE DRUMPLING,,MAST ROAD,ALFRED,YORK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,43.474718,-70.740768,-70.74076799999995,43.47471800000005
REM02588,HONEYCOMB SYSTEMS,,516 ALFRED STREET,BIDDEFORD,YORK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,43.48003,-70.495362,-70.49536199999994,43.480030000000056
REM02669,ANTHONYS DRY CLEANERS,,236 MAIN STREET,YARMOUTH,CUMBERLAND,VRAP,0.32,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/28/2019,43.800965,-70.188329,-70.18832899999995,43.800965000000076
REM01510,ROWANTREES POTTERY,,ROUTE 177 (UNION STREET) OR 84 UNION STREET,BLUE HILL,HANCOCK,RCRA,4.9,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,6/12/2017,44.41305105,-68.59251979,-68.59251978999998,44.413051050000036
REM02809,MACDONALD PROPERTIES,,267-271 MAIN STREET,BRIDGTON,CUMBERLAND,VRAP,0.68,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,5/9/2023,44.053835,-70.701953,-70.70195299999995,44.05383500000005
REM02249,MAINE DRY CLEANERS,,15 PEPPERELL SQUARE,SACO,YORK,VRAP,0.11,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),12/6/2017,43.49640397,-70.44679211,-70.44679210999993,43.496403970000074
REM02789,JUST CABINETS,,124 PORTER ROAD,FRYEBURG,OXFORD,RCRA,11.7,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/16/2018,44.00243682,-70.96296535,-70.96296534999993,44.00243682000007
REM02827,MAINE CLEANERS 4 SCAMMON RD.,PRATT ABOTT,4 SCAMMON RD.,SACO,YORK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,12/31/1949,43.50198818,-70.44746815,-70.44746814999996,43.50198818000007
REM02608,HINCKLEY COMPANY,,130 SHORE ROAD,SOUTHWEST HARBOR,HANCOCK,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,44.266378,-68.306041,-68.30604099999994,44.26637800000003
REM02466,HUSE SCHOOL,,39 ANDREWS ROAD,BATH,SAGADAHOC,VRAP,2.3,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/23/2020,43.914168,-69.826218,-69.82621799999998,43.914168000000075
REM00828,"CGA, INC.",,229 NEW DAM ROAD,SANFORD,YORK,BROWNFIELDS,18,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/15/2022,43.431689,-70.713592,-70.71359199999995,43.43168900000006
REM02614,BASF,HAMBLET & HAYES SITE,55 CROWLEY ROAD,LEWISTON,ANDROSCOGGIN,RCRA,,FALSE,INVESTIGATION STAGE,ONGOING,12/14/2017,44.064311,-70.142022,-70.14202199999994,44.06431100000003
REM02615,PHILIPS ELMET,,1560 LISBON ROAD,LEWISTON,ANDROSCOGGIN,RCRA,,FALSE,INVESTIGATION STAGE,ONGOING,12/19/2018,44.070984,-70.169993,-70.16999299999998,44.07098400000007
REM02396,LOFTS AT SACO FALLS,RIVERDAM MILL,24 PEARL STREET AND 75 SACO FALLS WAY,BIDDEFORD,YORK,BROWNFIELDS,0.8,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/10/2017,43.495395,-70.453951,-70.45395099999996,43.49539500000003
REM01586,CITY DRY CLEANERS,,636 MAIN STREET,PRESQUE ISLE,AROOSTOOK,RCRA,0.23,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/1/2006,46.68561682,-68.01356853,-68.01356852999999,46.685616820000064
REM02745,BOOTHBAY CLIPPER MART,,989 WISCASSET ROAD,BOOTHBAY,LINCOLN,VRAP,0.25,TRUE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,10/5/2017,43.87725802,-69.63274514,-69.63274513999994,43.877258020000056
REM02622,2 HIGHLAND AVENUE,,2 HIGHLAND AVENUE,GARDINER,KENNEBEC,BROWNFIELDS,0.05,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/16/2019,44.2315242,-69.77442,-69.77441999999996,44.23152420000008
REM02623,DOW MILITARY AIRFIELD SALVAGE YARD,DOW AFB,223 ODLIN ROAD,BANGOR,PENOBSCOT,BROWNFIELDS,19,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/16/2017,44.79181076,-68.81277618,-68.81277617999996,44.79181076000003
REM02624,LOTS 9 & 10 BANGOR INTERNATIONAL AIRPORT,DOW AFB,701-777 MAINE AVENUE,BANGOR,PENOBSCOT,BROWNFIELDS,17.47,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),8/8/2016,44.81556215,-68.8139977,-68.81399769999996,44.81556215000006
REM02625,FROST TAVERN,,224 MAIN STREET,SOUTH BERWICK,YORK,BROWNFIELDS,5.41,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/11/2017,43.234017,-70.808417,-70.80841699999996,43.23401700000005
REM02626,AC HOTEL PORTLAND,158 FORE STREET REM02426,158 FORE STREET (A PORTION OF),PORTLAND,CUMBERLAND,VRAP,0.655,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/18/2022,43.66026,-70.247822,-70.24782199999999,43.66026000000005
REM02628,MAINE COMMUNITY COLLEGE SYSTEM,,SEWALL STREET,BRUNSWICK,CUMBERLAND,RCRA,19.694,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/4/2012,43.897801,-69.923484,-69.92348399999997,43.89780100000007
REM02620,GALT BLOCK,,242 MILLER STREET,BANGOR,PENOBSCOT,BROWNFIELDS,12,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/21/2016,44.79161201,-68.83445711,-68.83445710999996,44.79161201000005
REM02633,QUALITY DRY CLEANING,,98 WESTERN AVENUE,AUGUSTA,KENNEBEC,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,9/12/2017,44.31212405,-69.79064923,-69.79064922999999,44.31212405000008
REM02634,ALERT CLEANERS,,216 HAMMOND STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/14/2017,44.80114592,-68.77593712,-68.77593711999998,44.80114592000007
REM02636,HARLOW ST LAUNDROMAT,,324 HARLOW STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/14/2017,44.80603522,-68.77547785,-68.77547784999996,44.80603522000007
REM02637,UNION ST LAUNDRY AND CLEANERS,,1001 UNION ST,BANGOR,PENOBSCOT,UNCONTROLLED SITES,,FALSE,INVESTIGATION STAGE,NEED (AWAITING RESOURCES),12/14/2017,44.81600252,-68.80726139,-68.80726138999995,44.81600252000004
REM02638,UNION STREET LAUNDROMAT & DRY CLEANING,WESTGATE MALL (VRAP NAME),915 UNION STREET,BANGOR,PENOBSCOT,UNCONTROLLED SITES,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/25/1996,44.81464476,-68.802019,-68.80201899999997,44.81464476000008
REM02639,BAR HARBOR LAUNDRY CO,,1 PINEO COURT,BAR HARBOR,HANCOCK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,8/1/2016,44.38708558,-68.20423262,-68.20423261999997,44.387085580000075
REM02640,BH AUTO_LAUNDRY,,38 HOLLAND AVENUE,BAR HARBOR,HANCOCK,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,8/1/2016,44.38816088,-68.21138802,-68.21138801999996,44.388160880000044
REM02641,CENTER ST LAUNDRY,,26 CENTER STREET,BATH,SAGADAHOC,UNCONTROLLED SITES,,FALSE,COMPLAINT INVESTIGATED,UNSUBSTANTIATED,8/1/2016,43.91251387,-69.81487606,-69.81487605999996,43.912513870000055
REM02835,PARRIS TERRACES,PERISCOPE LOFTS,60 PARRIS STREET,PORTLAND,CUMBERLAND,BROWNFIELDS,0.234,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,6/12/2018,43.658696,-70.265026,-70.26502599999998,43.65869600000008
REM02673,CMP COOKS CORNER,,COOKS CORNER SHOPPING CTR,BRUNSWICK,CUMBERLAND,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,43.909319,-69.901104,-69.90110399999998,43.90931900000004
REM02674,GORHAM INTL INC,,209 ROUTE 237 MOSHER ROAD,GORHAM,CUMBERLAND,RCRA,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/11/2017,43.71604576,-70.41608624,-70.41608623999997,43.71604576000004
REM02675,COMTEL POLEYARD,,ROYAL STREET,WINTHROP,KENNEBEC,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,44.301223,-69.978215,-69.97821499999998,44.30122300000005
REM02676,COASTAL FUEL COMPANY,,140 PARK STREET,ROCKLAND,KNOX,RCRA,2,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/6/2018,44.10142269,-69.11901329,-69.11901328999994,44.10142269000005
REM02677,MASTERS MACHINE,,LOWER ROUND POND ROAD,BRISTOL,LINCOLN,RCRA,,FALSE,REMEDIATION STAGE,ONGOING,7/5/2017,43.938489,-69.473468,-69.47346799999997,43.93848900000006
REM02679,F P L ENERGY MASON STATION,DIS #160,144 BIRCH POINT ROAD,WISCASSET,LINCOLN,RCRA,33,FALSE,INVESTIGATION STAGE,ONGOING,2/6/2025,43.98759797,-69.67927502,-69.67927501999998,43.98759797000008
REM02680,PARSONS KITCHEN,,510 HAMPSHIRE ROAD,BROWNFIELD,OXFORD,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,43.925581,-70.964164,-70.96416399999998,43.92558100000008
REM02681,DA WILSON,,VERNON ROAD,GREENWOOD,OXFORD,RCRA,,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,44.372574,-70.753316,-70.75331599999998,44.37257400000004
REM02836,BAYSIDE PARCEL 2,,181 FOREST AVENUE,PORTLAND,CUMBERLAND,BROWNFIELDS,0.225,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/31/2018,43.65976781,-70.2666792,-70.26667919999994,43.65976781000006
REM02837,BAYSIDE PARCEL 4,PORTLAND PUBLIC WORKS - FORMER,82 HANOVER STREET & 158 KENNEBEC STREET,PORTLAND,CUMBERLAND,BROWNFIELDS,1.189,FALSE,REMEDIATION STAGE,ONGOING,2/4/2024,43.65961423,-70.26489139,-70.26489138999995,43.659614230000045
REM02838,BAYSIDE PARCEL 3,,178 KENNEBEC STREET,PORTLAND,CUMBERLAND,BROWNFIELDS,0.221,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),1/9/2025,43.659855,-70.265923,-70.26592299999999,43.65985500000005
REM02690,DARLINGS,,439 WESTERN AVENUE,AUGUSTA,KENNEBEC,RCRA,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/4/2017,44.320354,-69.819439,-69.81943899999999,44.320354000000066
REM02690,DARLINGS,,439 WESTERN AVENUE,AUGUSTA,KENNEBEC,RCRA,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1/4/2017,44.320354,-69.819439,-69.81943899999999,44.320354000000066
REM02689,COLLETTE'S BODY SHOP,MOULISON NORTH CORP DBA COLLETTE'S BODY SHOP,642 ELM STREET,BIDDEFORD,YORK,RCRA,7.17,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,9/14/2022,43.460548,-70.492516,-70.49251599999997,43.460548000000074
REM02693,AMES MILL,,307 FRONT STREET,RICHMOND,SAGADAHOC,BROWNFIELDS,0.72,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/22/2018,44.08628292,-69.7999308,-69.79993079999997,44.08628292000003
REM02706,GALLOP POWER/GREENVILLE STEAM COMPANY,,185 GREENVILLE STEAM ROAD,GREENVILLE,PISCATAQUIS,BROWNFIELDS,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,4/5/2023,45.454418,-69.61021,-69.61020999999994,45.45441800000003
REM01021,CHINET (GROUNDWOOD MILL),,MAIN STREET,FAIRFIELD,SOMERSET,RCRA,28,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/14/2019,44.62800522,-69.58324131,-69.58324130999995,44.628005220000034
REM02707,CHANDLER ROAD LANDFILL,,86 CHANDLER ROAD,BELGRADE,KENNEBEC,LANDFILL CLOSURE,,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,10/18/2015,44.51268916,-69.86374908,-69.86374907999993,44.512689160000036
REM02714,50 INDIA STREET,,50 INDIA STREET,PORTLAND,CUMBERLAND,VRAP,0.06,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/24/2019,43.660322,-70.25021,-70.25020999999998,43.660322000000065
REM02717,BUCKSPORT PAPER MILL,"VERSO, AIM, MAINE SEABOARD PAPER CO",2 RIVER ROAD,BUCKSPORT,HANCOCK,BROWNFIELDS,226.2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/25/2024,44.57432658,-68.80602167,-68.80602166999995,44.57432658000005
REM01973,15 SEA STREET,,15 SEA STREET,EASTPORT,WASHINGTON,BROWNFIELDS,1.2,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),4/22/2020,44.903453,-66.984147,-66.98414699999995,44.90345300000007
REM00911,WINSLOW TOWN LANDFILL,REYNOLDS DUMP;,REYNOLDS ROAD,WINSLOW,KENNEBEC,RCRA,,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),2/16/2017,44.50129721,-69.59409102,-69.59409101999995,44.501297210000075
REM02718,FUEL PUMP STATION,,,ARGYLE TWP,PENOBSCOT,FEDERAL FACILITIES,,FALSE,REMEDIATION STAGE,ONGOING,9/29/2016,45.02017671,-68.65408923,-68.65408922999995,45.020176710000044
REM02719,FUEL PUMP STATION,,,LITTLETON,AROOSTOOK,FEDERAL FACILITIES,,FALSE,REMEDIATION STAGE,ONGOING,9/29/2016,46.185607,-67.837365,-67.83736499999998,46.18560700000006
REM02720,FUEL PUMP STATION,,,MATTAWAMKEAG,PENOBSCOT,FEDERAL FACILITIES,,FALSE,REMEDIATION STAGE,ONGOING,8/21/2018,45.53544974,-68.34382286,-68.34382285999999,45.53544974000005
REM02721,BAYSIDE ENTERPRISES,ENVIREM ORGANICS INC.,39 CORNSHOP ROAD,UNITY,WALDO,VRAP,31.88,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/16/2021,44.61643428,-69.32382339,-69.32382338999997,44.61643428000008
REM02244,KELLEYS LAUNDRY AND DRY CLEANING,"INDUSTRIAL STREET LAUNDROMAT, KELLEYS FABRICARE, KELCLAN INC",654 MAIN STREET,PRESQUE ISLE,AROOSTOOK,VRAP,0.22,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/4/2019,46.6869696,-68.0127299,-68.01272989999995,46.686969600000054
REM02722,"MCCAIN FOODS USA, INC.",,319 RICHARDSON ROAD,EASTON,AROOSTOOK,RCRA,,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,10/23/2016,46.662151,-67.904263,-67.90426299999996,46.66215100000005
REM02726,ALTON BOG-PEA COVE ARTILLERY RANGE,ALTON BOG RANGE,,OLD TOWN,PENOBSCOT,FEDERAL FACILITIES,6608,FALSE,REMEDY IN PLACE: CLOSED,NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,7/29/2012,44.986542,-68.690373,-68.69037299999997,44.98654200000004
REM02730,C.H. RICH PROCESSING FACILITY,,49 SHORE ROAD,TREMONT,HANCOCK,VRAP,0.25,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,11/30/2016,44.23790742,-68.34784826,-68.34784825999998,44.237907420000056
REM01750,CASCADE WOOLEN MILL,,60 CASCADE MILL ROAD,OAKLAND,KENNEBEC,OTHER,4.92,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),11/21/2024,44.55016605,-69.7082072,-69.70820719999995,44.55016605000003
REM02737,CHEVRON,,799 MAIN ROAD,HAMPDEN,PENOBSCOT,RCRA,1.96,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/27/2016,44.777698,-68.785168,-68.78516799999994,44.77769800000004
REM02746,FREEDOM OLD DUMP,FREEDOM OLD DUMP,178 BELFAST RD.,FREEDOM,WALDO,LANDFILL CLOSURE,1,FALSE,COMPLAINT INVESTIGATED,REVIEWING PRELIMINARY SITE INFORMATION,12/14/2017,44.52661873,-69.31047341,-69.31047340999999,44.52661873000005
REM02288,BICKNELL PARKING LOT,8 LIME STREET,8 LIME STREET,ROCKLAND,KNOX,VRAP,0.78,FALSE,REMEDIATION STAGE,ONGOING,11/7/2019,44.10528301,-69.10571043,-69.10571042999999,44.10528301000005
REM02631,PUIIA HARDWARE,50 PROSPECT AVE,50 PROSPECT AVE,RUMFORD,OXFORD,BROWNFIELDS,3.87,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,1/30/2023,44.54278871,-70.54940328,-70.54940327999998,44.542788710000025
REM02475,KENS STORE,,265 COURT STREET,HOULTON,AROOSTOOK,VRAP,0.63,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/16/2017,46.106713,-67.840625,-67.84062499999999,46.10671300000007
REM02278,BICKNELL MANUFACTURING,,11 LIME STREET,ROCKLAND,KNOX,VRAP,1.14,FALSE,REMEDIATION STAGE,ONGOING,11/7/2019,44.10499926,-69.10522356,-69.10522355999996,44.104999260000056
REM02317,BEGGARS WHARF,WHARF STREET LOTS,9 & 14 WHARF STREET,ROCKLAND,KNOX,VRAP,0.68,FALSE,INVESTIGATION STAGE,ONGOING,7/2/2014,44.1054992,-69.10376029,-69.10376028999997,44.105499200000054
REM00803,"SACO DEFENSE, INC.",SDI MANAGEMENT,291 NORTH STREET,SACO,YORK,RCRA,,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,8/16/2021,43.516198,-70.447204,-70.44720399999994,43.51619800000003
REM02566,SOUTHERN MAINE HEALTHCARE,"DOC DATA, HRH3, FORMER US OPTICAL DISC",1 EAGLE DRIVE,SANFORD,YORK,RCRA,12.6,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,12/12/2018,43.40193882,-70.70620931,-70.70620930999996,43.401938820000055
REM02750,WATERFALL ARTS,,256 HIGH STREET,BELFAST,WALDO,BROWNFIELDS,1.24,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/5/2023,44.4294974,-69.01381393,-69.01381392999997,44.42949740000006
REM00523,CENTRAL MAINE DISPOSAL CORP.,FAIRFIELD CENTER,ROUTE 104 MIDDLE ROAD,FAIRFIELD,SOMERSET,OTHER,,FALSE,TRANSFERRED TO OTHER DIVISION,SOLID WASTE,8/20/2008,44.64034,-69.670603,-69.67060299999997,44.64034000000004
REM01284,NSGA COREA OPERATIONS,,OFF ROUTE 195,GOULDSBORO,HANCOCK,UNCONTROLLED SITES,469,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/12/2016,44.40120646,-67.99137374,-67.99137373999997,44.401206460000026
REM02717,BUCKSPORT PAPER MILL,"VERSO, AIM, MAINE SEABOARD PAPER CO",2 RIVER ROAD,BUCKSPORT,HANCOCK,RCRA,226.2,FALSE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,2/25/2024,44.57432658,-68.80602167,-68.80602166999995,44.57432658000005
REM01832,WHITE STAR,"WHITE STAR DRY CLEANER, WHITE STAR LAUNDRY",38 PROSPECT ST.,BIDDEFORD,YORK,RCRA,,FALSE,REMEDIATION STAGE,ONGOING,8/17/2017,43.48888,-70.457551,-70.45755099999997,43.48888000000005
REM02757,TIRE SHED,,147 FEDERAL STREET,PARSONSFIELD,YORK,VRAP,1.1,TRUE,REMEDY IN PLACE: CLOSED,UNDERTAKING POST-CLOSURE OBLIGATIONS,3/6/2018,43.80570583,-70.87454638,-70.87454637999997,43.80570583000008
REM02760,REST AREA ROUTE 1,,76 YORK STREET,KENNEBUNK,YORK,BROWNFIELDS,14.3,FALSE,REMEDIATION STAGE,NEED (AWAITING RESOURCES),3/29/2022,43.376453,-70.550031,-70.55003099999993,43.376453000000026
