city,site,name,address,IC,program,status_date,status,n_gdb,n_pdf
ROCKLAND,REM03080,WEIS PROPERTY,14 JAMES STREET,NO, BROWNFIELDS ,2020-01-23,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
BUCKSPORT,REM03082,MERCER'S STORE,116 U.S. ROUTE 1,NO, BROWNFIELDS ,2019-07-30,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
HARTLAND,REM03083,HARTLAND CONSOLIDATED SCHOOL,62 ELM STREET,NO, BROWNFIELDS ,2020-05-13,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
GARDINER,REM03084,MAINE GENERAL HOSPITAL,150 AND 152 DRESDEN AVE,NO, BROWNFIELDS ,2020-10-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
RANGELEY,REM03085,KOOB'S GARAGE,88 CARRY ROAD,NO, VRAP ,2019-12-10,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
SOUTH PORTLAND,REM03086,FORMER 7-11,684 MAIN STREET,YES, VRAP ,2020-02-24,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FAIRFIELD,REM03087,MAURICE & SON AUTO BODY,25 WEST STREET,NO, RCRA ,2019-12-16,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
AUGUSTA,REM03088,SPORTSMAN'S ALLIANCE OF MAINE,2313 NORTH BELFAST AVE.,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE ONGOING,NA,1
WISCASSET,REM03089,PORT WISCASSET,35 WATER STREET,NO, BROWNFIELDS ,2019-07-17,INVESTIGATION STAGE ONGOING,NA,1
AUGUSTA,REM03090,PAUL BLOUIN SUZUKI,513 WESTERN AVENUE,NO, RCRA ,2020-01-06,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
VAN BUREN,REM03091,RIOUX RR TIE PILE,MAIN STREET,NO, UNCONTROLLED SITES ,2020-01-10,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
PORTLAND,REM03092,VA CBOC,151 WEST COMMERCIAL ST,YES, VRAP ,2022-02-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SOUTH BERWICK,REM03093,AXTON-CROSS,9 RAILROAD AVENUE,NO, VRAP ,2020-01-14,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BANGOR,REM03094,WALGREENS STORE 17141,226 UNION STREET,NO, RCRA ,2020-01-13,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
BELFAST,REM03095,69 & 71 MAIN STREET,69 & 71 MAIN STREET,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE ONGOING,1,1
SOUTH PORTLAND,REM03096,CLEAN HARBORS,37 RUMERY ROAD,NO, OTHER ,2020-03-10,TRANSFERRED TODIVISION OIL 3/10/2020 TRANSFERRED TODIVISION OIL,NA,2
WISCASSET,REM03098,MASON STATION ASH PONDS,BIRCH POINT ROAD,NO, BROWNFIELDS ,2019-03-12,REMEDIATION STAGE ONGOING,NA,1
PORTLAND,REM03099,ACCENT DRY CLEANERS,190 RIVERSIDE STREET,NO, RCRA ,2023-09-25,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
LIMERICK,REM03100,DOT BURNHAM ROAD,286 BURNHAM ROAD,NO, UNCONTROLLED SITES ,2021-05-17,INVESTIGATION STAGE ONGOING,NA,1
LEWISTON,REM03101,FORMER LEWISTON MACHINE COMPANY,3 MIDDLE STREET,NO, VRAP ,2020-02-13,INVESTIGATION STAGE ONGOING,NA,1
GORHAM,REM03102,WEEKS ROAD LANDFILL,NA,NO, LANDFILL CLOSURE ,2020-02-14,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
WATERVILLE,REM03103,RYDER TRANSPORTATION,30 INDUSTRIAL STREET,YES, VRAP ,2021-01-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
BRUNSWICK,REM03104,BRUNSWICK ARMED FORCES RESERVE CENTER BRUNSWICK LANDING,NA,NO, FEDERAL FACILITIES ,2019-11-01,INVESTIGATION STAGE ONGOING,NA,1
OXFORD,REM03105,GROVER GUNDRILLING,59 INDUSTRIAL DRIVE,NO, RCRA ,2020-03-02,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
BANGOR,REM03106,BANGOR TRAINING SITE,NA,NO, FEDERAL FACILITIES ,2020-01-01,INVESTIGATION STAGE ONGOING,1,1
PRESQUE ISLE,REM03107,PRESQUE ISLE SFRO,769 MAIN ST,NO, FEDERAL FACILITIES ,2019-11-01,INVESTIGATION STAGE ONGOING,NA,1
LIMESTONE,REM03108,CASWELL TRAINING SITE,NA,NO, FEDERAL FACILITIES ,2019-11-01,INVESTIGATION STAGE ONGOING,NA,1
OLD TOWN,REM03109,FORMER OLD TOWN WATER WORKS FACILITY,1 & 2 FOURTH STREET,NO, BROWNFIELDS ,2020-02-24,INVESTIGATION STAGE ONGOING,1,1
BIDDEFORD,REM03110,FRIENDSHIP HILL HOUSE,53 OAK STREET,NO, BROWNFIELDS ,2019-12-02,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BIDDEFORD,REM03111,BEETY AUTO REPAIR,50 WASHINGTON STREET,NO, VRAP ,2020-12-18,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
LISBON,REM03112,LEWIS AUTO SALES,8 LISBON ROAD,NO, BROWNFIELDS ,2020-04-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BREWER,REM03113,BUMPAS SERVICE STATION,400 SOUTH MAIN STREET,NO, BROWNFIELDS ,2023-11-09,REMEDIATION STAGE NEED (AWAITING RESOURCES),1,1
BRISTOL,REM03114,PEMAQUID FALLS SAW MILL,2089 BRISTOL ROAD,YES, VRAP ,2020-04-06,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
FORT FAIRFIELD,REM03115,FORT FAIRFIELD COMMUNITY CENTER,18 COMMUNITY CENTER D,NO, BROWNFIELDS ,2020-09-21,REMEDIATION STAGE ONGOING,1,1
WALDOBORO,REM03116,A.D. GRAY SCHOOL,56 SCHOOL ST.,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03120,COLLINS INSECT CONTROL,352 PRESUMPSCOT STREE,NO, VRAP ,2020-03-12,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
RUMFORD,REM03121,FORMER WARDWELL'S ANTIQUES,65 CONGRESS STREET,NO, BROWNFIELDS ,2020-03-11,INVESTIGATION STAGE ONGOING,1,1
BATH,REM03122,CVS PHARMACY #0801,1 CHANDLER DRIVE SUITE,NO, RCRA ,2020-03-12,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
PORTLAND,REM03123,CVS PHARMACY #0608,1096 BRIGHTON AVE PINE,NO, RCRA ,2020-03-12,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
AUGUSTA,REM03124,DICKMAN STREET PARKING LOT,DICKMAN STREET,NO, UNCONTROLLED SITES ,2014-10-16,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
BIDDEFORD,REM03126,WESTPOINT STEVENS BOILER HOUSE,2 MAIN STREET,YES, VRAP ,2022-04-15,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
BANGOR,REM03127,B GAS,230 STATE STREET,NO, BROWNFIELDS ,2020-04-22,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
PORTLAND,REM03128,PLASMINE TECHNOLOGY,33 BISHOP STREET,NO, VRAP ,2020-04-17,INVESTIGATION STAGE ONGOING,NA,1
BELFAST,REM03129,BELFAST PUBLIC WORKS,115 CONGRESS STREET,YES, VRAP ,2020-09-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
BELFAST,REM03130,SWAN LAKE DAM,SWAN LAKE AVE,NO, BROWNFIELDS ,2012-07-10,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03131,WOODEX,33 PARK AVENUE,NO, VRAP ,2021-04-29,INVESTIGATION STAGE NEED (AWAITING RESOURCES),2,1
BANGOR,REM03132,BOMARC MISSILE FACILITY,BOMARC ROAD,NO, FEDERAL FACILITIES ,2020-05-06,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BRUNSWICK,REM03133,EXCESSED PARCELS-BRUNSWICK NAS,NA,NO, FEDERAL FACILITIES ,1995-06-26,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
HOULTON,REM03134,HOULTON ARMY AIRFIELD,5 TERMINAL DRIVE,NO, FEDERAL FACILITIES ,2018-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
KITTERY,REM03135,FORMER PNSY RAM ISLAND,NA,NO, FEDERAL FACILITIES ,2020-05-10,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
BAR HARBOR,REM03136,CADILLAC MOUNTAIN AWS STATION #2,NA,NO, FEDERAL FACILITIES ,2024-04-17,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BAR HARBOR,REM03138,FABBRI STATION,NA,NO, FEDERAL FACILITIES ,2020-05-10,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
OWLS HEAD,REM03139,SHEEP ISLAND TRIAL COURSE RANGE,NA,NO, FEDERAL FACILITIES ,1992-05-10,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
OWLS HEAD,REM03140,CRESCENT BEACH TRIAL COURSE RANGE,NA,NO, FEDERAL FACILITIES ,2020-05-10,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
PORTLAND,REM03141,MARINE CORPS RESERVE CENTER,NA,NO, FEDERAL FACILITIES ,2020-05-10,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
PORTLAND,REM03142,THE GOODWIN,104 GRANT STREET,NO, VRAP ,2022-02-18,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
KITTERY,REM03143,APPLEDORE ISLAND FIRE CONTROL STATION,NA,NO, FEDERAL FACILITIES ,1992-05-10,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
OLD TOWN,REM03144,TEMPLE ISRAEL,160 CENTER STREET,NO, BROWNFIELDS ,2020-06-11,INVESTIGATION STAGE ONGOING,1,1
CYR PLT,REM03145,ILS OUTER MARKER ANNEX #2,NA,NO, FEDERAL FACILITIES ,2020-05-15,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
WINDHAM,REM03147,LEE'S FAMILY TRAILER SALES,480 ROOSEVELT TRAIL,NO, RCRA ,2020-06-01,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
OLD TOWN,REM03148,FORMER SMART'S AUTO,169 MAIN STREET,NO, BROWNFIELDS ,2020-11-19,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
RUMFORD,REM03149,MOUNTAIN VALLEY VARIETY,438 HANCOCK STREET,YES, VRAP ,2020-07-28,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
LINCOLN,REM03150,LINCOLN PULP & TISSUE PARCEL 5,50 KATAHDIN AVENUE,NO, VRAP ,2020-06-22,INVESTIGATION STAGE ONGOING,1,1
BREWER,REM03151,JR REDEMPTION,151 SOUTH MAIN STREET,YES, VRAP ,2023-07-23,REMEDIATION STAGE ONGOING,1,1
DOVER-FOXCROFT,REM03152,HARVEY FARM EQUIPMENT,1230 1244 AND 1251 BANG,NO, BROWNFIELDS ,2020-06-26,INVESTIGATION STAGE ONGOING,1,1
BREWER,REM03154,A. J. SCOTT SYSTEMS,162 PARKWAY SOUTH,NO, RCRA ,2020-07-09,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BREWER,REM03156,TIS BREWER,15 INDUSTRIAL PLAZA,NO, RCRA ,2020-07-09,INVESTIGATION STAGE ONGOING,1,1
BANGOR,REM03157,BENDEY SHOE,1491 HAMMOND STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
HERMON,REM03158,CURRIER LEASING,RR1 LOT 1 FREEDOM PAR,NO, RCRA ,2020-07-21,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BANGOR,REM03159,CIANBRO FABRICATION AND COATING GB4,70 BENNETT STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BANGOR,REM03160,INDUSTRIAL SERVICES,154 HILDRETH STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03161,MAINE DISTRIBUTORS,5 COFFEY STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BANGOR,REM03162,MAINE ENERGY,1625 HAMMOND STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03163,ROADWAY EXPRESS,1490 HAMMOND STREET,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
BANGOR,REM03165,NAUTEL INC,201 TARGET INDUSTRIAL CI,NO, RCRA ,2020-07-21,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
LEWISTON,REM03166,BATES COLLEGE,147 RUSSELL STREET,NO, RCRA ,2021-09-24,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
SOUTH PORTLAND,REM03167,LIBERTY SHIPYARD,149 & 159 FRONT ST. 110 &,NO, BROWNFIELDS ,2021-03-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SCARBOROUGH,REM03168,FREDERICK BROTHERS OIL & PROPANE,164 U.S. ROUTE 1,YES, VRAP ,2020-09-03,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
SANFORD,REM03169,GATEHOUSE ROAD LOT-FMW,GATEHOUSE ROAD,YES, VRAP ,2020-10-29,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
THOMASTON,REM03170,SHEPARD MOTORS,181 NEW COUNTRY RD,NO, RCRA ,2020-10-06,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
AUGUSTA,REM03171,CVS STORE 800,165 CAPITOL STREET,NO, RCRA ,2020-04-07,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
PITTSFIELD,REM03172,SAS,206 SAS STREET,NO, VRAP ,2021-02-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BANGOR,REM03173,BARRETT PAVING,1 DUTTON STREET,NO, VRAP ,2022-08-10,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
PORTLAND,REM03174,20 THAMES,166 FORE STREET,NO, VRAP ,2020-10-13,REMEDIATION STAGE ONGOING,NA,1
KITTERY,REM03175,FORT MCCLARY,PEPPERRELL ROAD,NO, FEDERAL FACILITIES ,2020-10-01,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SOUTH PORTLAND,REM03176,NAVAL RESERVE ARMORY,MADISON STREET,NO, FEDERAL FACILITIES ,2020-10-15,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
SANFORD,REM03177,US NAVAL AUXILIARY AIR FACILITY,SANFORD REGIONAL AIRP,NO, FEDERAL FACILITIES ,2010-07-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
WATERBORO,REM03178,FOGLIO PROPERTY,BENNETT HILL RD.,NO, BROWNFIELDS ,2020-10-16,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,NA,1
MONMOUTH,REM03179,MONMOUTH ACADEMY,117 ACADEMY ROAD,NO, BROWNFIELDS ,2020-09-22,REMEDIATION STAGE ONGOING,NA,1
OAKLAND,REM03180,BLAKE HARDWARE,46-52 MAIN STREET,NO, BROWNFIELDS ,2020-05-22,INVESTIGATION STAGE ONGOING,1,1
BELFAST,REM03181,PIERCE SCHOOL,24 CHURCH STREET,NO, BROWNFIELDS ,2018-12-24,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
WINSLOW,REM03182,GARLAND ROAD DUMP,222 GARLAND ROAD,NO, UNCONTROLLED SITES ,2020-10-20,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
HOULTON,REM03183,FORMER HOULTON NATIONAL GUARD FACILITY TERMINAL DRIVE,NA,NO, FEDERAL FACILITIES ,2020-10-26,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
KITTERY,REM03184,OLD POST ROAD PARCELS,42 & 44 OLD POST ROAD,NO, VRAP ,2024-11-12,REMEDIATION STAGE ONGOING,NA,1
WISCASSET,REM03185,MASON STATION POWER HOUSE,1 POINT EAST DRIVE,NO, UNCONTROLLED SITES ,2021-07-16,REMEDIATION STAGE NEED (AWAITING RESOURCES),NA,1
PORTLAND,REM03187,PORTLAND FISH PIER-LOT 12A,12 PORTLAND FISH PIER/18,NO, BROWNFIELDS ,2021-01-06,INVESTIGATION STAGE ONGOING,NA,1
PORTLAND,REM03188,PORTLAND SOIL VAPOR PILOT STUDY,6 WASHINGTON AVENUE,NO, BROWNFIELDS ,2019-09-23,INVESTIGATION STAGE ONGOING,NA,1
LEWISTON,REM03190,JONES & VINING,765 WEBSTER STREET,NO, VRAP ,2020-11-17,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
ASHLAND,REM03191,PINE TREE TRUCKING,77 STATION STREET,NO, VRAP ,2021-07-01,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BELFAST,REM03192,GOOSE RIVER GROCERY STORE,77 SWAN LAKE AVENUE,NO, BROWNFIELDS ,2020-12-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
LISBON,REM03193,LEMAY'S AUTO BODY,214 LISBON STREET,NO, BROWNFIELDS ,2020-12-03,INVESTIGATION STAGE ONGOING,NA,1
LINCOLN,REM03195,CAMBOLASSE DAM,NA,NO, BROWNFIELDS ,2020-09-24,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
LINCOLN,REM03196,FOLSOM POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03197,LITTLE POUND POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03198,LONG POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03199,MATTAWANCOOK POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03200,STUMP POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03201,UPPER COLD STREAM POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03202,UPPER POND DAM,NA,NO, BROWNFIELDS ,2020-09-24,INVESTIGATION STAGE ONGOING,1,1
BIDDEFORD,REM03203,20 & 30 GOOCH STREET,20 26 & 30 UPPER FALLS R,NO, VRAP ,2020-12-17,INVESTIGATION STAGE ONGOING,NA,1
MADAWASKA,REM03204,EVERGREEN MANUFACTURING,791 MAIN STREET,NO, UNCONTROLLED SITES ,2021-01-04,INVESTIGATION STAGE ONGOING,1,1
PORTLAND,REM03205,75 CHESTNUT STREET,65 CHESTNUT STREET,NO, VRAP ,2021-04-01,REMEDIATION STAGE ONGOING,NA,1
ROCKLAND,REM03207,NEW ENGLAND TELEPHONE,BENNER ROAD,NO, RCRA ,2021-01-26,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
BANGOR,REM03209,MARGARET CHASE SMITH FEDERAL BUILDING,202 HARLOW STREET,NO, RCRA ,2021-01-28,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BANGOR,REM03210,SHERWIN WILLIAMS,51 HAYMARKET SQUARE,NO, RCRA ,2021-01-28,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
BANGOR,REM03212,JOSHUA CHAMBERLAIN BRIDGE,ROUTES 9 & 1A,NO, RCRA ,2021-01-29,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
HALLOWELL,REM03213,NASON'S QUARRY,WINTHROP STREET AND B,NO, BROWNFIELDS ,2021-02-11,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BELFAST,REM03214,CARQUEST,105 HIGH STREET,NO, VRAP ,2021-06-30,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,2,1
PORTLAND,REM03215,RAND ROAD PARCEL,204 RAND ROAD,NO, BROWNFIELDS ,2021-02-11,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BLUE HILL,REM03216,BLUE HILL MEMORIAL HOSPITAL,57 WATER STREET,NO, RCRA ,2021-02-24,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
HARTLAND,REM03217,MARTIN STREET DRUM AREA,MARTIN STREET,NO, UNCONTROLLED SITES ,2021-07-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,2
HARTLAND,REM03218,RAIL BED DRUM AREA,NA,NO, UNCONTROLLED SITES ,2021-07-01,COMPLAINT INVESTIGATED UNSUBSTANTIATED,1,1
JONESPORT,REM03219,KINGFISH MAINE,9 DUN GARVIN ROAD,YES, VRAP ,2023-06-27,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
BAR HARBOR,REM03220,ELLSWORTH BUILDING SUPPLY,1513 STATE HIGHWAY 102,NO, RCRA ,2021-03-09,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
FAIRFIELD,REM03221,BDS FAIRFIELD REALTY TRUST,2 RAY SENNETT DRIVE,YES, VRAP ,2021-04-16,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,1,1
GREENVILLE,REM03222,MORRELL'S ACE HARDWARE,38 LILY BAY ROAD,NO, RCRA ,2021-04-06,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
GORHAM,REM03223,DODGE OIL,79 NEW PORTLAND ROAD,NO, VRAP ,2021-04-05,REMEDY IN PLACE: CLOSED UNDERTAKING POST-CLOSURE OBLIGATIONS,NA,1
NAPLES,REM03224,DODGE OIL NAPLES,313 ROOSEVELT TRAIL,NO, VRAP ,2021-03-18,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
BALDWIN,REM03225,DODGE OIL EAST BALDWIN,251 & 253 PEQUAWKET TRA,NO, VRAP ,2021-08-20,REMEDIATION STAGE ONGOING,NA,1
BALDWIN,REM03226,DODGE OIL CO BALDWIN,251 AND 253 PEQUAWKET,NO, VRAP ,2021-03-19,REMEDIATION STAGE ONGOING,NA,1
PORTLAND,REM03229,LAMBERT STREET PARCEL,165 LAMBERT STREET,NO, BROWNFIELDS ,2021-03-26,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
CASWELL,REM03230,ANTI AIRCRAFT SITE NO. 1,NA,NO, FEDERAL FACILITIES ,2015-04-01,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
ASHLAND,REM03232,AID SITE,100 LEVESQUE MILL ROAD,NO, VRAP ,2021-05-10,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,1,1
CALAIS,REM03234,MILL TOWN TEXACO,1 BARING STREET,NO, BROWNFIELDS ,2021-03-04,REMEDIATION STAGE ONGOING,1,1
LINCOLN,REM03235,LINCOLN PAPER AND TISSUE EXCLUSION AREA 50 KATAHDIN AVENUE,NA,NO, BROWNFIELDS ,2020-04-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BANGOR,REM03236,MAINE AIR NATIONAL GUARD,103 MAINEIAC AVENUE,NO, RCRA ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),NA,1
BANGOR,REM03237,C&L AVIATION,395 GRIFFIN RD.,NO, RCRA ,2024-09-13,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
BANGOR,REM03238,CARS BY US,361 GRIFFIN RD.,NO, RCRA ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
LINCOLN,REM03239,LINCOLN PAPER & TISSUE PARCEL 3,50 KATAHDIN AVENUE,NO, VRAP ,2021-04-27,INVESTIGATION STAGE ONGOING,2,1
LINCOLN,REM03240,HASKELL LUMBER DAM,431 MAIN ST.,NO, BROWNFIELDS ,2024-01-01,INVESTIGATION STAGE NEED (AWAITING RESOURCES),1,1
ASHLAND,REM03241,LEVESQUE LANDFILL,LEVESQUE MILL ROAD,NO, VRAP ,2021-06-15,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
MARS HILL,REM03242,LUNNEY & GREW PROPERTIES,48 AND 40 MAIN STREET,NO, VRAP ,2022-02-09,REMEDY IN PLACE: CLOSED NO (OR DE-MINIMIS) CONTAMINATION LEFT ON SITE,2,1
BATH,REM03243,15 VINE STREET,15 VINE STREET,NO, UNCONTROLLED SITES ,2021-05-14,COMPLAINT INVESTIGATED UNSUBSTANTIATED,NA,1
LINCOLN,REM03244,LINCOLN PAPER AND TISSUE PARCEL 2,50 KATAHDIN AVE.,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE ONGOING,1,1
LINCOLN,REM03245,LINCOLN PAPER AND TISSUE PARCEL 4,50 KATAHDIN AVE.,NO, BROWNFIELDS ,1950-01-01,INVESTIGATION STAGE ONGOING,1,1
PORTLAND,REM03246,USM CSSC/PORTLAND COMMONS,23/29/43 BEDFORD STREET,NO, VRAP ,2021-05-27,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,NA,1
MILLINOCKET,REM03247,GNP STEAM PLANT PARCEL,1 KATAHDIN AVE.,NO, BROWNFIELDS ,2021-06-08,INVESTIGATION STAGE ONGOING,1,1
LIMESTONE,REM03248,MEARNG LORING RANGE,REFUGE ROAD,NO, RCRA ,2021-05-13,REMEDIATION STAGE NEED (AWAITING RESOURCES),2,1
BELFAST,REM03249,FORMER CARQUEST,105 HIGH STREET,NO, VRAP ,2021-06-03,COMPLAINT INVESTIGATED REVIEWING PRELIMINARY SITE INFORMATION,1,1
